gtdb_species_clade_id	all_core	all_singleton	all_accessory	all_gene_clusters
s__Paenibacillus_A_vini--RS_GCF_018403325.1	4345	1408	0	5753
s__PP17-6a_sp900095615--RS_GCF_004103715.1	2161	1801	934	4896
s__PB-SRB1_sp003500125--GB_GCA_016722945.1	1752	2393	1708	5853
s__Pantoea_deleyi--RS_GCF_022647325.1	3317	1430	892	5639
s__Paludibacter_sp024710005--GB_GCA_024710005.1	2043	1141	0	3184
s__Paenibacillus_B_sp001894745--RS_GCF_001894745.1	4300	5867	2887	13054
s__Paenibacillus_sp001955925--RS_GCF_001955925.1	5896	1733	0	7629
s__PALSA-986_sp009779045--GB_GCA_009779045.1	1075	543	0	1618
s__Pantoea_septica--RS_GCF_002095575.1	3358	6685	2577	12620
s__Paenibacillus_F_sp000411255--RS_GCF_000411255.1	4982	778	714	6474
s__PCRC01_sp017848435--GB_GCA_017848435.1	2865	564	256	3685
s__Parabacteroides_sp014287585--RS_GCF_014287585.1	1522	1775	2274	5571
s__PALSA-1003_sp005883655--GB_GCA_005883655.1	1794	4251	0	6045
s__Pantoea_sp002434205--RS_GCF_021397715.1	3992	646	0	4638
s__Paenibacillus_sp002264395--RS_GCF_002264395.1	5433	1863	0	7296
s__PUKZ01_sp003550725--GB_GCA_003550725.1	2035	1048	0	3083
s__Paenarthrobacter_sp900106835--RS_GCF_900106835.1	4083	1101	0	5184
s__Pantoea_sp020179835--GB_GCA_020179835.1	5197	91	34	5322
s__Paenibacillus_brasilensis--RS_GCF_009363115.1	3797	3135	0	6932
s__Paenibacillus_O_sp002243345--RS_GCF_002243345.2	4661	243	99	5003
s__Paenirhodobacter_ferrireducens--RS_GCF_004022265.1	3075	1691	690	5456
s__PNKF01_sp011525845--GB_GCA_011525845.1	2822	1269	220	4311
s__PALSA-1006_sp903913145--GB_GCA_903913145.1	2276	2381	941	5598
s__Palsa-295_sp003153585--GB_GCA_003153585.1	1140	4121	1192	6453
s__Palleronia_sp900609015--RS_GCF_009363795.1	3307	39	0	3346
s__PEYH01_sp018900835--GB_GCA_018900835.1	504	168	0	672
s__PCC9605_sp000517105--RS_GCF_000517105.1	4105	3989	0	8094
s__Pacificimonas_aurantium--RS_GCF_020092905.1	3134	26	0	3160
s__Paenibacillus_I_darwinianus--RS_GCF_000598065.1	2531	549	337	3417
s__Palsa-1447_sp903887455--GB_GCA_903887455.1	2141	1303	0	3444
s__Pantoea_sp021272205--RS_GCF_021272205.1	3994	21	0	4015
s__Paenarthrobacter_histidinolovorans--RS_GCF_014647595.1	3802	892	0	4694
s__Pantoea_eucalypti--RS_GCF_009646115.1	3423	1568	1733	6724
s__Pantoea_sp900215435--GB_GCA_900215435.1	3391	2026	0	5417
s__PGYU01_sp018335795--GB_GCA_018335795.1	2140	1380	0	3520
s__Palsa-1315_sp005116885--GB_GCA_005116885.1	1841	2623	1287	5751
s__PHOS-HE28_sp020635695--GB_GCA_020635695.1	1897	1325	0	3222
s__Paenibacillus_G_tyrfis--RS_GCF_000722545.1	6326	1856	0	8182
s__PWVB01_sp007125545--GB_GCA_007125545.1	3164	2716	0	5880
s__Pacificispira_sp002696645--GB_GCA_002696645.1	2462	1726	0	4188
s__Paeniglutamicibacter_sp001863355--GB_GCA_024207135.1	3598	1373	0	4971
s__Pandoraea_capi--RS_GCF_902459735.1	4364	1919	613	6896
s__Paenisporosarcina_sp000411295--RS_GCF_000411295.1	3437	0	0	3437
s__PHOS-HE28_sp018266685--GB_GCA_018266685.1	2098	2853	0	4951
s__Paenibacillus_S_sp002042965--RS_GCF_002042965.1	6108	1733	0	7841
s__Paenarthrobacter_sp024168825--RS_GCF_024168825.1	4320	1008	0	5328
s__PALSA-1337_sp903893855--GB_GCA_903893855.1	847	258	166	1271
s__Pantoea_ludwigii_B--RS_GCF_024707505.1	3911	2379	2402	8692
s__Palsa-601_sp003136185--GB_GCA_003136185.1	2503	2353	1103	5959
s__PNAI01_sp003169835--GB_GCA_003169835.1	2872	3385	0	6257
s__PN-J185_sp001581925--RS_GCF_001581925.1	1275	312	456	2043
s__Paenibacillus_polymyxa--RS_GCF_015710975.1	4250	5449	5070	14769
s__Paenibacillus_uliginis--RS_GCF_900177425.1	4583	2585	0	7168
s__Paenibacillus_B_apiarius--RS_GCF_017052585.1	4254	2031	0	6285
s__Paenibacillus_sonchi--RS_GCF_016772475.1	4513	3819	1835	10167
s__PWWA01_sp007131205--GB_GCA_007131205.1	730	775	0	1505
s__Palsa-187_sp003170295--GB_GCA_003170295.1	5060	2958	0	8018
s__PNKZ01_sp017303535--GB_GCA_017303535.1	3440	4229	0	7669
s__Palsa-295_sp003166795--GB_GCA_003166795.1	1667	3790	1835	7292
s__PALSA-747_sp903891755--GB_GCA_903891755.1	850	937	401	2188
s__Parabacteroides_sp017481945--GB_GCA_017481945.1	1260	1435	0	2695
s__Paenibacillus_campinasensis--RS_GCF_002272015.1	4275	1315	415	6005
s__Palsibacter_borealis--GB_GCA_003158195.1	2517	3225	0	5742
s__PBB1_sp017986065--GB_GCA_017986065.1	2477	827	0	3304
s__PALSA-747_sp903907665--GB_GCA_903907665.1	1105	1396	465	2966
s__Parabacteroides_chinchillae--RS_GCF_900108035.1	2206	1502	464	4172
s__Paenibacillus_Z_sacheonensis--RS_GCF_009909195.1	6278	68	0	6346
s__PUMT01_sp007125955--GB_GCA_007125955.1	928	1106	1147	3181
s__PWYM01_sp003567475--GB_GCA_003567475.1	1852	1368	1244	4464
s__PWLI01_sp003559415--GB_GCA_003559415.1	831	1020	0	1851
s__PWUC01_sp003566675--GB_GCA_003566675.1	1031	2844	1048	4923
s__PHOS-HE28_sp017987895--GB_GCA_017987895.1	2670	2038	0	4708
s__Pantoea_sp000468095--RS_GCF_000468095.1	4184	1480	0	5664
s__Paenarthrobacter_ureafaciens--RS_GCF_004028095.1	3198	5480	3687	12365
s__Palsa-1315_sp016219645--GB_GCA_016219645.1	1602	3298	0	4900
s__Paenibacillus_taichungensis--RS_GCF_013359905.1	4733	3261	1849	9843
s__Palsa-875_sp003244045--GB_GCA_003244045.1	2255	2074	0	4329
s__PHOS-HE28_sp016710015--GB_GCA_016710015.1	2740	5553	1249	9542
s__Parabacteroides_acidifaciens--RS_GCF_003363715.1	2532	3332	1656	7520
s__PHOS-HE28_sp016703105--GB_GCA_016703105.1	2839	7039	1316	11194
s__Paenibacillus_graminis--RS_GCF_000758705.1	5699	1524	0	7223
s__Paenibacillus_glucanolyticus--RS_GCF_004000885.1	4821	3531	1847	10199
s__Palsa-513_sp003132505--GB_GCA_003132505.1	2245	2149	641	5035
s__PHOS-HE28_sp023412755--GB_GCA_023412755.1	2280	1809	0	4089
s__Paenibacillus_typhae--RS_GCF_900099765.1	4056	2718	1366	8140
s__Pantoea_sp900115075--RS_GCF_900115075.1	3244	2732	0	5976
s__Pandoraea_cepalis--RS_GCF_902459665.1	3558	3509	1260	8327
s__Palsa-465_sp019247075--GB_GCA_019247075.1	2757	2306	0	5063
s__Paenibacillus_J_nuruki--RS_GCF_001721045.1	4197	948	0	5145
s__Paludibacter_sp020726365--GB_GCA_020726365.1	1296	1790	861	3947
s__Paenibacillus_cellulositrophicus_A--RS_GCF_009363095.1	5509	6693	2514	14716
s__Pantoea_sp002419935--RS_GCF_013415305.1	3688	589	0	4277
s__PALSA-747_sp903898555--GB_GCA_903898555.1	1138	3509	1604	6251
s__Paenarthrobacter_aurescens_A--RS_GCF_000014925.1	3816	1845	431	6092
s__Palsa-1188_sp003160265--GB_GCA_003160265.1	996	2128	879	4003
s__PHOS-HE28_sp019912395--GB_GCA_019912395.1	2535	1555	0	4090
s__Pantoea_sp018842675--RS_GCF_018842675.1	3537	2978	0	6515
s__Parabacteroides_sp900540715--RS_GCF_015550595.1	4073	1975	814	6862
s__PALSA-986_sp009783705--GB_GCA_009783705.1	2140	429	0	2569
s__PWLA01_sp007132965--GB_GCA_007132965.1	2065	1192	548	3805
s__Palsa-1447_sp903919205--GB_GCA_903919205.1	2390	965	0	3355
s__PYGY01_sp003554665--GB_GCA_003554665.1	735	1916	0	2651
s__Paenibacillus_phytohabitans--RS_GCF_013141775.1	5171	3871	1746	10788
s__PLOWO2-12-38-17_sp001830285--GB_GCA_001830285.1	1300	1948	0	3248
s__Pantoea_sp002359495--GB_GCA_002359495.1	3306	1074	0	4380
s__Palsa-89_sp003166865--GB_GCA_003166865.1	5147	2659	0	7806
s__Paenibacillus_durus_B--RS_GCF_000993825.1	4720	1415	0	6135
s__Palsa-1515_sp903970385--GB_GCA_903970385.1	2253	2881	0	5134
s__Paenibacillus_maysiensis--RS_GCF_000520815.1	3172	4209	1772	9153
s__Paenibacillus_S_doosanensis--RS_GCF_025060755.1	6018	1291	0	7309
s__Palsa-295_sp003131985--GB_GCA_003131985.1	2436	3046	0	5482
s__PFJX01_sp002784045--GB_GCA_002784045.1	1559	1389	1025	3973
s__Pandoraea_sp004297875--GB_GCA_004297875.1	4089	541	0	4630
s__Pacificibacter_marinus--RS_GCF_900109555.1	3688	143	0	3831
s__Paenibacillus_polymyxa_C--RS_GCF_000237325.1	4090	4060	3316	11466
s__PWXP01_sp003561895--GB_GCA_003561895.1	3051	2436	0	5487
s__PUPG01_sp007125585--GB_GCA_007125585.1	820	1267	1298	3385
s__Paenibacillus_antarcticus--RS_GCF_001637225.1	4869	78	0	4947
s__PALSA-986_sp009781675--GB_GCA_009781675.1	1875	405	0	2280
s__Paludibacterium_yongneupense--RS_GCF_000422925.1	3944	108	0	4052
s__Paenarthrobacter_sp021538675--RS_GCF_021538675.1	3352	1315	0	4667
s__PWMP01_sp003558145--GB_GCA_003558145.1	847	1075	0	1922
s__Paenibacillus_A_physcomitrellae--RS_GCF_002240225.1	4269	44	0	4313
s__Paenibacillus_G_validus--RS_GCF_004000985.1	4176	1905	1050	7131
s__PWHW01_sp003560095--GB_GCA_003560095.1	568	521	0	1089
s__Paenibacillus_G_ehimensis--RS_GCF_004000785.1	6070	1718	0	7788
s__Palsa-295_sp003156635--GB_GCA_003156635.1	2354	3413	0	5767
s__Paenibacillus_silvae--RS_GCF_014639235.1	4707	3079	1625	9411
s__Palsa-513_sp003133565--GB_GCA_003133565.1	1686	1301	807	3794
s__Pandoraea_pnomenusa--RS_GCF_000767615.3	4203	3317	1401	8921
s__Paenibacillus_T_xylaniclasticus--RS_GCF_004001065.1	4349	336	0	4685
s__Pandoraea_nosoerga--RS_GCF_902459585.1	3961	4045	581	8587
s__Palsa-465_sp019244395--GB_GCA_019244395.1	3889	3172	1278	8339
s__Paenibacillus_A_lutimineralis--RS_GCF_003991425.1	4396	2153	0	6549
s__Pantoea_rodasii--RS_GCF_002095465.1	4750	1891	0	6641
s__Paenibacillus_algicola--RS_GCF_005577435.1	3414	1187	0	4601
s__PUPC01_sp003559755--GB_GCA_003559755.1	1454	1836	0	3290
s__PNKF01_sp016871915--GB_GCA_016871915.1	750	1367	0	2117
s__Palsa-513_sp003157595--GB_GCA_003157595.1	1334	3437	0	4771
s__PWMO01_sp007130025--GB_GCA_007130025.1	861	2411	1211	4483
s__PXAH01_sp021735445--GB_GCA_021735445.1	705	362	554	1621
s__Pantoea_cypripedii--RS_GCF_002095535.1	5827	345	0	6172
s__PWYM01_sp003567855--GB_GCA_003567855.1	2062	1835	1100	4997
s__Paenibacillus_sp000758585--RS_GCF_000758585.1	5188	1567	0	6755
s__Paenibacillus_A_aceti--RS_GCF_003614185.1	4828	152	0	4980
s__Paenibacillus_G_naphthalenovorans--RS_GCF_900099895.1	4315	2266	937	7518
s__Paenibacillus_rhizophilus--RS_GCF_003854965.1	3602	2612	0	6214
s__PALSA-747_sp903928395--GB_GCA_903928395.1	873	1754	627	3254
s__Palsa-1315_sp945865525--GB_GCA_945865525.1	1284	987	0	2271
s__Pantoea_latae--RS_GCF_002077695.1	3315	1504	0	4819
s__Paenisporosarcina_antarctica--RS_GCF_004367585.1	2851	1624	0	4475
s__Paenibacillus_Z_lignilyticus--RS_GCF_017942085.1	5227	2022	0	7249
s__PALSA-1004_sp903889565--GB_GCA_903889565.1	4141	5601	1837	11579
s__Palsa-343_sp003167515--GB_GCA_003167515.1	3261	3250	0	6511
s__Pandoraea_iniqua--RS_GCF_902459685.1	4969	1019	0	5988
s__Paenarthrobacter_nicotinovorans--RS_GCF_021919345.1	3582	2299	1165	7046
s__PXAP01_sp007132715--GB_GCA_007132715.1	1259	1545	1090	3894
s__Parabacteroides_sp022775005--GB_GCA_022775005.1	1395	2536	1310	5241
s__Paenibacillus_B_profundus--RS_GCF_021369635.1	4715	2938	871	8524
s__Paenibacillus_sophorae--RS_GCF_018966525.1	5565	46	0	5611
s__Palsa-1315_sp003135435--GB_GCA_003135435.1	2467	5007	0	7474
s__Paenibacillus_Z_baekrokdamisoli--RS_GCF_003945345.1	6265	60	0	6325
s__PWJY01_sp007121335--GB_GCA_007121335.1	978	1882	1812	4672
s__Paenibacillus_A_panacisegetis--RS_GCF_900102215.1	3736	2465	0	6201
s__PALSA-1081_sp003963305--GB_GCA_003963305.1	4836	2558	0	7394
s__Paenibacillus_AN_cymbidii--RS_GCF_004764705.1	5197	4106	0	9303
s__PALSA-1004_sp903913965--GB_GCA_903913965.1	1870	4718	2730	9318
s__PFJX01_sp903883985--GB_GCA_903883985.1	2270	2515	0	4785
s__Paenibacillus_sp000758625--RS_GCF_000758625.1	6183	107	0	6290
s__Palsa-465_sp003165655--GB_GCA_003165655.1	2890	2893	1424	7207
s__PALSA-747_sp903916385--GB_GCA_903916385.1	866	1605	915	3386
s__Paenibacillus_O_humicus--RS_GCF_004000905.1	3964	1941	801	6706
s__PWYM01_sp007693855--GB_GCA_007693855.1	2532	1294	0	3826
s__Palsa-1447_sp903862935--GB_GCA_903862935.1	2434	1574	539	4547
s__Palsa-504_sp003140115--GB_GCA_003140115.1	4370	5460	2159	11989
s__Pantoea_sp001187905--RS_GCF_001187905.1	4082	1186	478	5746
s__Parabacteroides_gordonii--RS_GCF_000969825.1	3766	4097	1927	9790
s__Pantoea_sp008632075--RS_GCF_008632075.1	4347	286	1067	5700
s__PUML01_sp007129255--GB_GCA_007129255.1	1283	1532	1391	4206
s__Paenibacillus_sp900116105--RS_GCF_900116105.1	4419	1180	0	5599
s__Palsa-288_sp003142235--GB_GCA_003142235.1	1626	1302	673	3601
s__Palsa-1447_sp903890485--GB_GCA_903890485.1	2370	1118	565	4053
s__Palsa-89_sp003166875--GB_GCA_003166875.1	4526	4296	2909	11731
s__PHOS-HE28_sp020635675--GB_GCA_020635675.1	2743	437	0	3180
s__Parabacteroides_intestinavium--GB_GCA_019118725.1	1453	1491	572	3516
s__Palsa-506_sp003168215--GB_GCA_003168215.1	3825	4112	2052	9989
s__Paenarthrobacter_ilicis--RS_GCF_016907545.1	3596	182	0	3778
s__PWKZ01_sp003559575--GB_GCA_003559575.1	1776	1425	957	4158
s__Paenibacillus_A_sp000159955--RS_GCF_000159955.1	3520	1729	0	5249
s__PFJX01_sp903835655--GB_GCA_903835655.1	2883	5295	1997	10175
s__Palsa-851_sp003153505--GB_GCA_003153505.1	1864	3647	2365	7876
s__Palsa-1392_sp003169975--GB_GCA_003169975.1	3750	828	537	5115
s__Paenibacillus_A_woosongensis--RS_GCF_009725165.1	4284	1737	0	6021
s__PALSA-747_sp903867285--GB_GCA_903867285.1	762	2443	1408	4613
s__Palsa-872_sp003139695--GB_GCA_003139695.1	2034	1039	1342	4415
s__Pacificimonas_flava--RS_GCF_000342165.1	2963	56	0	3019
s__Parabacteroides_faecavium--RS_GCF_022809355.1	1957	5493	1631	9081
s__Paenibacillus_lautus_A--RS_GCF_014863545.1	5146	4397	2211	11754
s__PALSA-1003_sp005888955--GB_GCA_005888955.1	892	4484	1454	6830
s__PIYN01_sp003601775--GB_GCA_003601775.1	1010	1204	0	2214
s__Pantoea_brenneri--GB_GCA_002095305.1	3842	1988	2044	7874
s__PYGY01_sp003560215--GB_GCA_003560215.1	799	2303	883	3985
s__PC08-66_sp000830255--GB_GCA_000830255.1	2318	47	0	2365
s__Parabacteroides_johnsonii--GB_GCA_025151045.1	2529	8224	4549	15302
s__PXDC01_sp007130045--GB_GCA_007130045.1	2301	1206	858	4365
s__PHOS-HE28_sp016713875--GB_GCA_016713875.1	2661	1793	892	5346
s__Paenibacillus_ihbetae--RS_GCF_002741055.1	5334	948	0	6282
s__Paenibacillus_lactis--RS_GCF_017873605.1	4629	2125	2158	8912
s__Paenibacillus_B_sp900539405--RS_GCF_021654795.1	4755	901	1372	7028
s__PALSA-747_sp903953805--GB_GCA_903953805.1	865	1084	557	2506
s__PUPG01_sp007122505--GB_GCA_007122505.1	1059	2324	1117	4500
s__PSPT01_sp018649825--GB_GCA_018649825.1	871	1606	762	3239
s__PXYB01_sp003352285--GB_GCA_003352285.1	1945	916	26	2887
s__PUPG01_sp003557385--GB_GCA_003557385.1	685	1660	855	3200
s__Pantoea_allii--RS_GCF_002307475.1	3877	2474	1655	8006
s__Paraburkholderia_caribensis--RS_GCF_002902945.1	6475	6699	3562	16736
s__Parapusillimonas_granuli--RS_GCF_013416525.1	4207	59	0	4266
s__Paraglaciecola_psychrophila--RS_GCF_000347635.1	4558	742	0	5300
s__Parasutterella_sp900766055--GB_GCA_900766055.1	2307	412	0	2719
s__Paramuribaculum_sp000431155--GB_GCA_000431155.1	1553	1515	541	3609
s__Parolsenella_uli_B--RS_GCF_901212675.1	1512	3658	2598	7768
s__Petrimonas_sp002356435--GB_GCA_002356435.2	1942	6556	3247	11745
s__Pectobacterium_parmentieri--RS_GCF_001742145.1	3810	2688	3158	9656
s__Pararheinheimera_mesophila--RS_GCF_000986865.1	3330	301	0	3631
s__Parapedobacter_sp024704835--RS_GCF_024704835.1	5151	84	0	5235
s__Pelethomonas_sp910579485--GB_GCA_910579485.1	1261	2887	0	4148
s__Pelethomonas_sp910577915--GB_GCA_910577915.1	1605	1099	536	3240
s__Paramuribaculum_sp014800945--GB_GCA_014800945.1	865	1455	0	2320
s__Phascolarctobacterium_A_sp900753045--GB_GCA_900753045.1	1429	1706	666	3801
s__Pelomonas_sp003963075--GB_GCA_003963075.1	2295	2769	1350	6414
s__Paramuribaculum_sp001701115--GB_GCA_001701115.1	1052	1458	738	3248
s__Paraburkholderia_nodosa--RS_GCF_000519185.1	6036	4545	0	10581
s__Paraburkholderia_domus--RS_GCF_905220705.1	6623	2677	4961	14261
s__Paraburkholderia_hospita--RS_GCF_002902965.1	7418	7607	7603	22628
s__Paraburkholderia_bannensis_A--RS_GCF_014200455.1	6855	213	0	7068
s__Paraprevotella_stercoravium--GB_GCA_944320795.1	1764	1782	0	3546
s__Pararhizobium_sp900471525--GB_GCA_900471525.1	4634	3450	0	8084
s__Peptoniphilus_A_lacydonensis--RS_GCF_900106515.1	1322	767	329	2418
s__Pauljensenia_sp018382595--RS_GCF_019429565.1	631	1980	1222	3833
s__Phaeodactylibacter_sp022763345--GB_GCA_022763345.1	4989	890	0	5879
s__Paraburkholderia_oxyphila--RS_GCF_000685075.1	6235	6031	0	12266
s__Pasteurella_felis--GB_GCA_002015125.1	1727	573	522	2822
s__Paraburkholderia_terricola--RS_GCF_900142195.1	5559	1124	1187	7870
s__Pauljensenia_sp022649165--GB_GCA_022649165.1	1726	359	868	2953
s__Parvibaculum_sp017642695--GB_GCA_017642695.1	2357	1491	1143	4991
s__Paraburkholderia_sp013426895--RS_GCF_013426895.1	7120	3244	902	11266
s__Paramuribaculum_sp001689565--GB_GCA_003762715.1	1608	1829	293	3730
s__Parolsenella_sp900544655--GB_GCA_900544655.1	1000	909	442	2351
s__Pasteurella_canis--RS_GCF_900454865.1	1806	1392	376	3574
s__Pauljensenia_sp001072465--GB_GCA_001072465.1	1675	591	332	2598
s__Paratractidigestivibacter_sp900540955--GB_GCA_900540955.1	1092	1036	0	2128
s__Parabacteroides_sp934725305--GB_GCA_934725305.1	2115	263	0	2378
s__Pararhodobacter_sp007120685--GB_GCA_007120685.1	2489	1833	0	4322
s__Paracoccus_jeotgali--RS_GCF_002865605.1	2380	943	0	3323
s__Paralactobacillus_selangorensis--RS_GCF_001437205.1	2064	143	0	2207
s__Pelagimonas_phthalicica--RS_GCF_004364805.1	3943	981	815	5739
s__Parasynechococcus_sp002701375--GB_GCA_002701375.1	1829	2552	0	4381
s__Pelethomonas_sp017887695--GB_GCA_017887695.1	1770	1033	0	2803
s__Persephonella_sp015487465--GB_GCA_015487465.1	1780	422	0	2202
s__Pelagimonas_varians--RS_GCF_003208435.1	4696	141	0	4837
s__Paraburkholderia_kirstenboschensis--RS_GCF_904848585.1	6356	3790	0	10146
s__Pectobacterium_peruviense--RS_GCF_002847345.1	3014	599	1410	5023
s__Pelotomaculum_C_schinkii--RS_GCF_004369205.1	2345	3246	1064	6655
s__Phascolarctobacterium_A_sp934190775--GB_GCA_934190775.1	2169	144	0	2313
s__Pectinatus_cerevisiiphilus--RS_GCF_004341685.1	2361	137	0	2498
s__Paracoccus_siganidrum--RS_GCF_003709565.1	4569	362	0	4931
s__Paraburkholderia_ginsengisoli--RS_GCF_000739735.1	5756	68	0	5824
s__Paraburkholderia_caballeronis--RS_GCF_900104845.1	5514	606	1237	7357
s__Paraburkholderia_tropica--RS_GCF_900109265.1	6337	5666	2696	14699
s__Paracoccus_denitrificans--RS_GCF_900100045.1	3830	1852	1398	7080
s__Peptacetobacter_sp900550335--GB_GCA_900550335.1	1577	752	0	2329
s__Paraburkholderia_phymatum--RS_GCF_000020045.1	7705	95	0	7800
s__Pectobacterium_versatile_A--RS_GCF_020166435.1	3634	8951	7207	19792
s__Phascolarctobacterium_A_sp900757795--GB_GCA_900757795.1	1467	829	0	2296
s__Persephonella_marina--RS_GCF_000021565.1	1959	94	0	2053
s__Paramuribaculum_sp014801655--GB_GCA_014801655.1	642	1296	1328	3266
s__Pauljensenia_odontolytica_C--RS_GCF_005696695.1	1639	448	315	2402
s__Parabacteroides_sp900547435--GB_GCA_900547435.1	1838	1737	0	3575
s__Paraferrimonas_haliotis--RS_GCF_002282895.1	2751	328	0	3079
s__Pararheinheimera_tangshanensis--RS_GCF_014645135.1	2793	1536	959	5288
s__Pedobacter_sp019317285--RS_GCF_019317285.1	3828	2218	0	6046
s__PeH17_sp900542285--GB_GCA_900542285.1	1265	2794	615	4674
s__Parashewanella_spongiae--RS_GCF_004358345.1	3774	298	153	4225
s__Parabacteroides_sp900760525--GB_GCA_900760525.1	2621	1953	739	5313
s__Pauljensenia_cardiffensis--RS_GCF_016405145.1	1474	552	383	2409
s__Paraburkholderia_aspalathi--RS_GCF_900116445.1	5650	7586	7794	21030
s__Peptostreptococcus_porci--RS_GCF_009695815.1	1669	541	0	2210
s__Phenylobacterium_sp001557235--RS_GCF_001557235.1	4969	813	0	5782
s__Pauljensenia_georgiae--RS_GCF_000429245.1	1621	1046	333	3000
s__Paramuribaculum_sp009775605--GB_GCA_009775605.1	1807	822	0	2629
s__Pararhizobium_sp900474095--GB_GCA_900474095.1	5792	694	0	6486
s__Pectobacterium_brasiliense--RS_GCF_000754695.1	3324	10852	6924	21100
s__Pelethomonas_sp014237695--GB_GCA_014237695.1	1971	2051	962	4984
s__Paraburkholderia_youngii--RS_GCF_013366925.1	5763	4887	2535	13185
s__Pediococcus_inopinatus--RS_GCF_002982135.1	1696	427	355	2478
s__Paraburkholderia_sp004298475--GB_GCA_004298475.1	2998	2573	1164	6735
s__Phaeobacter_italicus--RS_GCF_001258055.1	3275	1412	894	5581
s__Parasynechococcus_sp003208835--GB_GCA_003208835.1	678	1795	956	3429
s__Paracoccus_aeridis--RS_GCF_004923205.2	1819	2014	0	3833
s__Paraburkholderia_gardini--RS_GCF_907164575.1	4668	1447	0	6115
s__Paraglaciecola_chathamensis--GB_GCA_000314955.1	3619	3849	2170	9638
s__Paucibacter_sp018780645--GB_GCA_018780645.1	3935	2573	0	6508
s__Paucilactobacillus_nenjiangensis--RS_GCF_005405445.1	1636	869	0	2505
s__Parapedobacter_defluvii--RS_GCF_014642075.1	3015	4396	0	7411
s__Pararhizobium_antarcticum--RS_GCF_001885585.1	4586	967	0	5553
s__Paramuribaculum_sp014802045--GB_GCA_014802045.1	1248	1103	646	2997
s__Paraconexibacter_algicola--RS_GCF_003044185.1	3684	2314	0	5998
s__Peptostreptococcus_sp900759325--GB_GCA_900759325.1	1111	1902	533	3546
s__Paraclostridium_tenue--RS_GCF_015668515.1	2299	2102	1568	5969
s__Parasynechococcus_sp900474185--RS_GCF_900474185.1	1975	1284	1130	4389
s__Parvibacter_sp910588725--GB_GCA_022791455.1	1596	839	0	2435
s__Parachristensenella_avicola--GB_GCA_904420205.1	2450	636	0	3086
s__Pelethomonas_sp900549475--GB_GCA_900549475.1	1355	2050	884	4289
s__Paramuribaculum_sp900759915--GB_GCA_900759915.1	1178	1212	0	2390
s__Pelatocladus_maniniholoensis--GB_GCA_019359115.1	4755	2172	0	6927
s__Paucibacter_A_sp903820745--GB_GCA_903820745.1	4143	1385	577	6105
s__Paradevosia_shaoguanensis--RS_GCF_016801025.1	3791	1676	577	6044
s__Peribacillus_sp002835675--GB_GCA_002835675.1	3933	2104	2793	8830
s__Paraburkholderia_caffeinilytica--RS_GCF_003368325.1	7228	67	41	7336
s__Peptoniphilus_asaccharolyticus--RS_GCF_900176115.1	2055	114	0	2169
s__Pelethenecus_bactoclasticum_A--GB_GCA_023663825.1	1612	389	259	2260
s__Parabacteroides_sp900548175--RS_GCF_023744375.1	1657	2463	914	5034
s__Parafannyhessea_umbonata--RS_GCF_900105025.1	1363	8050	2791	12204
s__Paracoccus_aminovorans_B--RS_GCF_001546115.1	3049	2245	0	5294
s__Parasynechococcus_sp000515235--RS_GCF_000515235.1	2018	1480	0	3498
s__Paracoccus_sp002294185--GB_GCA_002294185.1	2656	2297	618	5571
s__Pelosinus_fermentans_A--RS_GCF_000271665.2	3540	2599	0	6139
s__Peptostreptococcus_anaerobius--RS_GCF_000381525.1	1405	1364	1176	3945
s__PeH17_sp017525875--GB_GCA_017525875.1	1361	1512	0	2873
s__Phaeobacter_inhibens--RS_GCF_000473105.1	3433	4174	3341	10948
s__Parapedobacter_luteus--RS_GCF_900168055.1	3539	1685	0	5224
s__Parvimonas_sp022770425--GB_GCA_022770425.1	1184	693	0	1877
s__PeH17_sp016288175--GB_GCA_016288175.1	1150	1228	0	2378
s__Paucilactobacillus_hokkaidonensis--RS_GCF_000829395.1	1253	2285	1029	4567
s__Parasutterella_excrementihominis--RS_GCF_000205025.1	1846	8597	2863	13306
s__Pauljensenia_bouchesdurhonensis--RS_GCF_900128465.1	1293	1436	0	2729
s__Paraburkholderia_saeva--RS_GCF_907164555.1	5041	1196	492	6729
s__Phenylobacterium_deserti_A--GB_GCA_945883235.1	3155	1296	0	4451
s__Periweissella_ghanensis--RS_GCF_918814755.1	1927	79	0	2006
s__Peptoniphilus_A_vaginalis--RS_GCF_900176605.1	1383	567	0	1950
s__Pedobacter_alluvionis--RS_GCF_003664035.1	5039	68	0	5107
s__Paraliobacillus_A_quinghaiensis--RS_GCF_003426025.1	3152	51	0	3203
s__Peribacillus_simplex--RS_GCF_002243645.1	4462	3384	1213	9059
s__Paramuribaculum_sp910579675--GB_GCA_910579675.1	1369	1162	0	2531
s__Peptoniphilus_A_lacrimalis--RS_GCF_000378725.1	1135	705	614	2454
s__Peribacillus_frigoritolerans--RS_GCF_001636405.1	3911	11227	9001	24139
s__Pegaeibacterium_caenilacustre--GB_GCA_903820505.1	1630	615	0	2245
s__Paracoccus_halophilus--RS_GCF_000763905.1	3756	108	0	3864
s__Parageobacillus_thermoglucosidasius--RS_GCF_001295365.1	3071	2780	2094	7945
s__Paratractidigestivibacter_faecalis--RS_GCF_003416765.1	1203	3393	1245	5841
