gtdb_species_clade_id	ta_core	ta_accessory	ta_singleton	ta_total	median_size_mb	n_genomes_seen	ta_per_mb
s__Photobacterium_phosphoreum--RS_GCF_002954725.1	1	25	6	32	4.688099	36.0	6.825794421150236
s__Photobacterium_piscicola--RS_GCF_900166965.1	0	0	4	4	4.375077	2.0	0.914269623140347
s__Photobacterium_profundum--RS_GCF_003026285.1	1	0	0	1	6.116719	2.0	0.16348633965366074
s__Photobacterium_rosenbergii--RS_GCF_003026455.1	1	0	2	3	6.432285	3.0	0.4663972445250793
s__Photobacterium_sanctipauli--RS_GCF_003026495.1	7	0	0	7	5.689593	2.0	1.230316474306686
s__Photobacterium_sanguinicancri--RS_GCF_002265265.1	2	4	6	12	5.475421	3.0	2.191612297940195
s__Photobacterium_sp003026105--RS_GCF_003026105.1	1	0	3	4	4.675971	8.0	0.8554372984776852
s__Photobacterium_sp022129445--RS_GCF_022129445.1	2	0	0	2	4.463337	2.0	0.44809522561258536
s__Photobacterium_toruni--GB_GCA_024529955.1	1	0	5	6	4.499923	3.0	1.3333561485385417
s__Photorhabdus_akhurstii--RS_GCF_018448925.1	21	61	39	121	5.546433	7.0	21.815822890134974
s__Photorhabdus_asymbiotica--RS_GCF_003634575.1	36	0	0	36	5.094138	2.0	7.066946360699298
s__Photorhabdus_australis--RS_GCF_000711895.1	22	0	29	51	4.800313	2.0	10.624307206634233
s__Photorhabdus_bodei--RS_GCF_003287735.1	6	98	8	112	5.072587	12.0	22.079463595203
s__Photorhabdus_heterorhabditis--RS_GCF_018448905.1	12	35	23	70	4.878919	4.0	14.347440488354081
s__Photorhabdus_khanii--RS_GCF_000517265.1	10	39	52	101	5.232343	4.0	19.30301587644388
s__Photorhabdus_laumondii--RS_GCF_003343245.1	58	15	28	101	5.483072	24.0	18.420330792665133
s__Photorhabdus_luminescens--RS_GCF_001083805.1	11	52	20	83	5.46497	5.0	15.187640554293985
s__Photorhabdus_noenieputensis--RS_GCF_018448935.1	42	0	3	45	5.364989	2.0	8.387715240422674
s__Photorhabdus_sp003545805--RS_GCF_003545805.1	16	0	56	72	5.042059	2.0	14.279880501200006
s__Photorhabdus_thracensis--RS_GCF_001010285.1	16	49	15	80	5.147098	5.0	15.542738840410655
s__Phototrophicus_sp020634165--GB_GCA_020634165.1	1	1	5	7	5.236841	3.0	1.3366836991995747
s__Phreatobacter_oligotrophus--RS_GCF_003046185.1	13	0	19	32	4.38387	2.0	7.2994865267446345
s__Phycicoccus_A_elongatus--RS_GCF_000367525.1	5	7	4	16	3.174691	5.0	5.039860572257268
s__Phycicoccus_endophyticus--RS_GCF_011326735.1	3	0	0	3	3.239226	3.0	0.9261471721948391
s__Phycicoccus_jejuensis--RS_GCF_000720925.1	1	2	1	4	4.095497	4.0	0.9766824392741589
s__Phycisphaera_mikurensis--RS_GCF_000284115.1	11	0	0	11	3.86509	2.0	2.8459880623737095
s__Phyllobacterium_brassicacearum--RS_GCF_003010955.1	25	0	0	25	5.747986	2.0	4.349349493892295
s__Phyllobacterium_calauticae--RS_GCF_019991125.1	14	3	9	26	5.102924	3.0	5.095118014691185
s__Phyllobacterium_endophyticum--RS_GCF_003010935.1	25	4	6	35	5.505652	4.0	6.357103572837513
s__Phyllobacterium_myrsinacearum--RS_GCF_002980555.1	19	5	6	30	5.424106	5.0	5.5308653628819195
s__Phyllobacterium_pellucidum--RS_GCF_013327855.1	7	33	18	58	4.591746	7.0	12.631360706798679
s__Phyllobacterium_sophorae--RS_GCF_003010965.1	25	7	11	43	5.858824	3.0	7.339356840212302
s__Phyllobacterium_sp900472835--RS_GCF_020731415.2	21	1	8	30	5.138291	31.0	5.838517125635742
s__Phyllobacterium_trifolii--RS_GCF_014192095.1	23	2	2	27	5.862556	4.0	4.605499717188203
s__Phyllobacterium_zundukense--RS_GCF_002764115.1	42	0	3	45	5.95406	2.0	7.5578680765729604
s__Phytoactinopolyspora_halophila--RS_GCF_003287285.1	26	0	0	26	5.046265	2.0	5.152325531853757
s__Phytobacter_diazotrophicus--GB_GCA_004346725.1	2	26	15	43	5.535634	20.0	7.767854594433086
s__Phytobacter_ursingii--GB_GCA_901456055.1	0	21	12	33	5.666332	6.0	5.8238733628739014
s__Phytomonospora_endophytica--RS_GCF_014202425.1	12	0	0	12	8.302183	2.0	1.4454029741334298
s__Picrophilus_oshimae--RS_GCF_900176435.1	3	0	2	5	1.534155	2.0	3.259123100338623
s__Pigmentiphaga_sp001898625--GB_GCA_001898625.1	12	0	2	14	6.663876	3.0	2.1008794281286147
s__Pigmentiphaga_sp002188635--RS_GCF_002188635.1	19	0	2	21	5.862145	2.0	3.5823064765542307
s__Pigmentiphaga_sp009360345--GB_GCA_009360345.1	6	3	4	13	5.971004	4.0	2.177188291952241
s__Pinirhizobacter_soli--RS_GCF_015905305.1	0	0	1	1	4.472954	3.0	0.22356590298044648
s__Pinisolibacter_aquiterrae--RS_GCF_019160155.1	1	7	10	18	4.858725	4.0	3.7046756093419573
s__Pirellula_B_sp003671195--GB_GCA_003671195.1	0	0	9	9	2.199616	2.0	4.091623265151736
s__Pirellula_B_sp903820735--GB_GCA_903820735.1	9	7	9	25	5.898119	4.0	4.2386394713297575
s__Pirellula_B_sp903837255--GB_GCA_903837255.1	2	0	4	6	4.506399	2.0	1.331440025616906
s__Pirellula_B_staleyi_A--GB_GCA_945870455.1	5	0	23	28	4.006703	2.0	6.988289374081384
s__Pirellula_staleyi--RS_GCF_000025185.1	2	0	3	5	6.196199	2.0	0.8069463230603149
s__Piscibacillus_halophilus--RS_GCF_900110685.1	3	0	2	5	2.992995	2.0	1.6705674416429028
s__Pisciglobus_halotolerans--RS_GCF_900113675.1	2	0	5	7	2.236196	2.0	3.1303159472604367
s__Piscinibacter_sp016706565--GB_GCA_016706565.1	1	0	7	8	4.878378	2.0	1.6398893238695322
s__Piscinibacter_sp017983795--GB_GCA_017983795.1	1	19	12	32	4.244547	4.0	7.539084854049207
s__Piscirickettsia_salmonis--RS_GCF_000297215.2	5	17	4	26	3.489744	83.0	7.450403238747599
s__Pla86_sp007751255--GB_GCA_007751255.1	3	0	3	6	6.94502	2.0	0.8639283976144057
s__Planifilum_fulgidum--RS_GCF_900113175.1	5	0	0	5	3.198616	3.0	1.5631760736518545
s__Planktomarina_sp002683685--GB_GCA_002683685.1	0	1	1	2	2.328544	7.0	0.8589058226943532
s__Planktophila_dulcis--RS_GCF_002288225.1	0	0	1	1	1.361776	3.0	0.7343351623174442
s__Planktophila_lacus--RS_GCF_002287925.1	1	1	1	3	1.410107	3.0	2.127498126028734
s__Planktophila_limnetica--RS_GCF_002288365.1	0	0	1	1	1.159715	5.0	0.8622808189943219
s__Planktophila_sp001438925--GB_GCA_001438925.1	0	1	0	1	1.170363	5.0	0.8544357605289983
s__Planktophila_sp005800815--GB_GCA_005800815.1	0	0	1	1	1.259126	4.0	0.794201692284966
s__Planktophila_sp009698295--GB_GCA_009698295.1	0	0	1	1	1.091757	2.0	0.9159547408443454
s__Planktophila_sp009698445--GB_GCA_009698445.1	2	0	0	2	1.396637	3.0	1.432011324345553
s__Planktophila_sp009698675--GB_GCA_009698675.1	0	0	1	1	1.321776	5.0	0.7565578433864739
s__Planktophila_sp009698815--GB_GCA_009698815.1	2	2	0	4	1.348437	10.0	2.9663973919434126
s__Planktophila_sp009699165--GB_GCA_009699165.1	0	5	2	7	1.319785	4.0	5.303894194887803
s__Planktophila_sp009699825--GB_GCA_009699825.1	2	0	0	2	0.997459	3.0	2.005094946258443
s__Planktophila_sp009700365--GB_GCA_009700365.1	1	0	4	5	0.819782	2.0	6.099182465582313
s__Planktophila_sp009701185--GB_GCA_009701185.1	2	0	1	3	1.227267	6.0	2.4444558519050865
s__Planktophila_sp009702525--GB_GCA_009702525.1	0	0	1	1	1.096574	2.0	0.9119311601405834
s__Planktophila_sp009702835--GB_GCA_009702835.1	2	2	3	7	1.177001	3.0	5.947318651386023
s__Planktophila_sp009704505--GB_GCA_009704505.1	0	0	2	2	1.027489	2.0	1.9464928578310812
s__Planktophila_sp009705035--GB_GCA_009705035.1	1	0	0	1	1.212643	2.0	0.8246450109389162
s__Planktophila_sp010024385--GB_GCA_010024385.1	0	2	1	3	1.343296	13.0	2.2333126875982656
s__Planktophila_sp010032875--GB_GCA_010032875.1	2	0	0	2	1.281658	2.0	1.560478692443694
s__Planktophila_sp013205535--GB_GCA_013205535.1	0	0	2	2	0.738274	2.0	2.7090213118706608
s__Planktophila_sp903825015--GB_GCA_903825015.1	0	2	1	3	1.214997	4.0	2.4691418991158
s__Planktophila_sp903832395--GB_GCA_903832395.1	2	3	3	8	1.431942	6.0	5.586818460524239
s__Planktophila_sp903852815--GB_GCA_903852815.1	2	0	1	3	1.631461	4.0	1.838842607944658
s__Planktophila_sp903852955--GB_GCA_903852955.1	0	0	1	1	1.329657	4.0	0.7520736550854844
s__Planktophila_sp903874255--GB_GCA_903874255.1	0	2	1	3	1.491545	4.0	2.0113372375623935
s__Planktophila_sp903918325--GB_GCA_903918325.1	0	0	2	2	1.225446	4.0	1.6320588585706755
s__Planktophila_sp903921405--GB_GCA_903921405.1	0	4	2	6	1.412403	9.0	4.2480793371297
s__Planktophila_sp903954055--GB_GCA_903954055.1	1	0	2	3	1.36705	5.0	2.194506418931275
s__Planktophila_versatilis--RS_GCF_002288105.1	0	2	2	4	1.32542	4.0	3.0179113035867875
s__Planktosalinus_lacus--RS_GCF_014640155.1	7	0	10	17	2.585051	2.0	6.576272576440465
s__Planktosalinus_sp001873105--GB_GCA_001873105.1	10	12	8	30	2.854892	7.0	10.508278421740647
s__Planktotalea_frisia--RS_GCF_001890925.1	1	8	0	9	3.384063	4.0	2.6595249556524214
s__Planktotalea_sp000156115--GB_GCA_000156115.1	0	2	0	2	3.998076	3.0	0.5002406157361691
s__Planktothricoides_sp001276715--RS_GCF_001276715.1	59	18	16	93	7.011366	3.0	13.264177051946797
s__Planktothrix_agardhii--GB_GCA_003609755.1	28	94	13	135	4.991761	29.0	27.04456403261294
s__Planktothrix_rubescens--GB_GCA_904830895.1	33	106	14	153	5.574394	15.0	27.446929657286514
s__Planktothrix_sp003456035--GB_GCA_003456035.1	30	29	30	89	4.646966	3.0	19.152281294935232
s__Planktothrix_sp014697575--RS_GCF_014697575.1	20	0	106	126	6.226999	2.0	20.234466072661967
s__Planktothrix_tepida--RS_GCF_900009145.1	48	7	26	81	6.781855	3.0	11.943634890454012
s__Planobacterium_lacus--RS_GCF_003336205.1	0	4	2	6	2.006305	11.0	2.9905722210730676
s__Planobacterium_sp015354315--RS_GCF_015354315.1	0	0	4	4	1.115099	2.0	3.5871254480543877
s__Planobacterium_taklimakanense--RS_GCF_900187185.1	0	4	7	11	2.540355	5.0	4.3301034697906395
s__Planobispora_rosea--RS_GCF_014648175.1	14	2	0	16	8.559326	3.0	1.869306064519566
s__Planococcus_antarcticus--RS_GCF_001687565.2	7	0	9	16	3.772109	2.0	4.241658976450575
s__Planococcus_chinensis--RS_GCF_020071995.1	2	0	1	3	3.869245	2.0	0.7753450608581262
s__Planococcus_citreus--RS_GCF_003664125.1	4	0	0	4	3.403457	2.0	1.1752756094758947
s__Planococcus_glaciei--RS_GCF_900099655.1	2	2	1	5	3.917616	6.0	1.2762863945828278
s__Planococcus_halocryophilus--RS_GCF_001687585.2	2	0	1	3	3.424893	2.0	0.8759397738849067
s__Planococcus_halotolerans--RS_GCF_003289955.1	2	0	3	5	3.519247	2.0	1.420758474753264
s__Planococcus_kocurii--RS_GCF_001465835.2	9	2	2	13	3.495892	4.0	3.7186503473219426
s__Planococcus_koreensis--RS_GCF_004761975.1	3	0	0	3	3.450322	2.0	0.8694840655451869
s__Planococcus_maritimus_C--RS_GCF_001592825.1	3	0	3	6	3.251644	3.0	1.8452204484869805
s__Planococcus_okeanokoites--RS_GCF_003428875.1	2	1	7	10	3.43421	3.0	2.9118778409008184
s__Planococcus_ruber--RS_GCF_022819085.1	2	0	1	3	3.357017	2.0	0.8936505236643127
s__Planococcus_salinarum--RS_GCF_007004625.1	7	0	0	7	3.272802	2.0	2.138840052041034
s__Planococcus_soli--RS_GCF_016881065.1	4	0	0	4	3.878362	2.0	1.0313632404607924
s__Planococcus_sp002833405--RS_GCF_002833405.1	5	0	0	5	3.561209	4.0	1.4040175681910274
s__Planococcus_sp019042655--RS_GCF_019042655.1	4	0	0	4	3.487607	3.0	1.1469182164160123
s__Planococcus_sp021513255--RS_GCF_021513255.1	2	0	1	3	3.463905	2.0	0.8660745603589013
s__Planococcus_wigleyi--RS_GCF_014836985.1	2	0	5	7	3.713775	2.0	1.8848745548666788
s__Planomonospora_parontospora--GB_GCA_014647935.1	10	35	3	48	7.928841	6.0	6.053848223214464
s__Planosporangium_flavigriseum--RS_GCF_011947225.1	15	0	0	15	5.69015	2.0	2.636134372556084
s__Planosporangium_mesophilum--RS_GCF_016863255.1	7	0	0	7	6.625602	2.0	1.0565077709165145
s__Plantactinospora_sp003030345--RS_GCF_003030345.1	7	0	1	8	8.333965	2.0	0.9599272375153964
s__Plantibacter_cousiniae--RS_GCF_003856975.1	2	11	5	18	4.149054	12.0	4.338338329652977
s__Plantibacter_flavus--RS_GCF_900177615.1	8	0	0	8	4.30006	2.0	1.8604391566629301
s__Plantibacter_flavus_A--RS_GCF_002024505.1	5	7	1	13	4.089281	4.0	3.1790429662329394
s__Plantibacter_sp001423185--RS_GCF_001423185.1	6	0	0	6	3.894571	3.0	1.5406061412155536
s__Plasticicumulans_sp003962905--GB_GCA_018240295.1	8	0	23	31	3.184895	2.0	9.73344490163726
s__Pleionea_sp013373545--GB_GCA_013373545.1	2	0	0	2	3.452693	2.0	0.5792579878952459
s__Pleomorphomonas_carboxyditropha--RS_GCF_002770725.1	35	0	27	62	5.888031	2.0	10.529835865334269
s__Pleomorphomonas_diazotrophica--RS_GCF_002844595.1	20	0	0	20	4.521864	2.0	4.422954781479496
s__Pleomorphomonas_koreensis--RS_GCF_000425185.1	1	0	6	7	3.555386	2.0	1.9688438892429683
s__Plesiomonas_shigelloides--RS_GCF_900087055.1	0	6	12	18	3.761499	32.0	4.78532627550878
s__Pluralibacter_gergoviae--RS_GCF_001598855.1	6	38	15	59	5.48968	22.0	10.747438830678655
s__Pluralincolimonas_sp001805885--GB_GCA_001805885.1	3	0	6	9	1.086259	3.0	8.285316853531247
s__Pluralincolimonas_sp903889135--GB_GCA_903889135.1	1	0	0	1	1.455573	2.0	0.6870146670761275
s__Pokkaliibacter_plantistimulans--RS_GCF_003194385.1	1	0	11	12	5.791196	2.0	2.0721108385901634
s__Polaribacter_dokdonensis--RS_GCF_024362345.1	2	0	0	2	3.087076	3.0	0.6478622489371819
s__Polaribacter_gangjinensis--RS_GCF_002954645.1	4	0	0	4	2.925494	2.0	1.367290447356925
s__Polaribacter_glomeratus--RS_GCF_002954665.1	11	0	0	11	4.029288	2.0	2.7300108604795685
s__Polaribacter_porphyrae--RS_GCF_002954685.1	13	0	0	13	3.899394	2.0	3.333851362545052
s__Polaribacter_reichenbachii--RS_GCF_001975665.1	12	0	0	12	4.109512	4.0	2.920054741292884
s__Polaribacter_sejongensis--RS_GCF_002814075.1	1	2	8	11	4.526271	3.0	2.430256606376419
s__Polaribacter_sp001873065--GB_GCA_001873065.1	14	2	0	16	3.03487	8.0	5.272054486683119
s__Polaribacter_sp002005425--RS_GCF_002005425.1	0	0	1	1	3.221776	2.0	0.31038781094650897
s__Polaribacter_sp002340765--GB_GCA_002340765.1	0	1	0	1	1.851705	3.0	0.540042825396054
s__Polaribacter_sp002471825--GB_GCA_002471825.1	2	0	0	2	2.947786	2.0	0.6784753031597274
s__Polaribacter_sp007997085--RS_GCF_007997085.1	18	0	0	18	4.276588	2.0	4.2089628460819695
s__Polaribacter_sp011379025--RS_GCF_019263805.1	4	0	12	16	3.993205	2.0	4.006806562648299
s__Polaribacter_sp016858305--RS_GCF_016858305.2	6	0	7	13	4.423854	2.0	2.9386141586046914
s__Polaribacter_sp019278525--RS_GCF_019278525.1	0	0	3	3	4.208346	3.0	0.7128691414631783
s__Polaribacter_vadi--RS_GCF_001761365.1	8	0	0	8	3.798883	2.0	2.1058821764187
s__Polaromonas_sp000751355--GB_GCA_000751355.1	19	0	11	30	4.267931	2.0	7.0291670601047676
s__Polaromonas_sp002256925--GB_GCA_002256925.1	14	9	6	29	3.00473	4.0	9.65144954787951
s__Polaromonas_sp002278925--GB_GCA_002278925.1	10	0	1	11	4.913759	5.0	2.238612027981022
s__Polaromonas_sp002381615--GB_GCA_002381615.1	15	0	4	19	4.169319	2.0	4.557099132975913
s__Polaromonas_sp003711205--RS_GCF_003711205.1	9	0	0	9	4.50734	2.0	1.9967430901596064
s__Polaromonas_sp015752205--RS_GCF_015752205.1	9	5	2	16	4.152641	3.0	3.8529697125275217
s__Polaromonas_sp016000195--GB_GCA_016000195.1	4	0	28	32	1.444435	2.0	22.153991006864278
s__Polaromonas_sp945860515--GB_GCA_945860515.1	14	18	37	69	2.938126	4.0	23.48435703574319
s__Polaromonas_sp945878995--GB_GCA_945878995.1	26	50	73	149	3.325594	3.0	44.80402598753786
s__Polycyclovorans_sp002706265--GB_GCA_002706265.1	2	16	13	31	2.957887	5.0	10.4804544595517
s__Polymorphobacter_fuscus--RS_GCF_011927825.1	11	0	0	11	3.361028	2.0	3.272808200348227
s__Polymorphobacter_multimanifer--RS_GCF_014205635.1	29	0	2	31	3.84024	2.0	8.07241214090786
s__Polymorphobacter_sp903939555--GB_GCA_903939555.1	0	0	2	2	2.854537	6.0	0.7006390178161992
s__Polynucleobacter_asymbioticus--RS_GCF_000016345.1	5	6	5	16	2.165652	11.0	7.388075277098998
s__Polynucleobacter_difficilis--RS_GCF_003065365.1	1	0	7	8	1.563429	2.0	5.1169576616526875
s__Polynucleobacter_finlandensis--RS_GCF_018881755.1	5	16	8	29	1.806153	15.0	16.056225580003467
s__Polynucleobacter_kasalickyi--RS_GCF_900176405.1	5	10	10	25	2.811533	3.0	8.89194613756979
s__Polynucleobacter_paneuropaeus--RS_GCF_003261235.1	6	10	13	29	1.646866	33.0	17.60920439185702
s__Polynucleobacter_sp001830325--GB_GCA_001830325.1	15	0	0	15	2.101013	2.0	7.139413225905789
s__Polynucleobacter_sp001870365--RS_GCF_018687455.1	2	5	0	7	2.1721	3.0	3.222687721559781
s__Polynucleobacter_sp001889925--RS_GCF_018881655.1	3	15	18	36	2.23637	4.0	16.09751516967228
s__Polynucleobacter_sp002292975--GB_GCA_002292975.1	5	10	8	23	1.393189	6.0	16.50888716462734
s__Polynucleobacter_sp002359975--GB_GCA_002359975.1	2	5	9	16	1.195267	7.0	13.386130462900757
s__Polynucleobacter_sp009923575--RS_GCF_018881775.1	0	0	2	2	1.631248	2.0	1.226055143056114
s__Polynucleobacter_sp009927445--GB_GCA_009927445.1	5	0	8	13	2.645219	2.0	4.914526925747925
s__Polynucleobacter_sp009928245--RS_GCF_018687475.1	3	9	11	23	1.517704	14.0	15.15447017336714
s__Polynucleobacter_sp018500105--GB_GCA_018500105.1	2	0	4	6	1.674929	2.0	3.582241396500986
s__Polynucleobacter_sp018687495--RS_GCF_018687495.1	0	0	2	2	1.740427	2.0	1.1491432849524859
s__Polynucleobacter_sp018687535--RS_GCF_018687535.1	7	5	15	27	2.101058	3.0	12.850668567931013
s__Polynucleobacter_sp018687675--RS_GCF_018687675.1	2	0	3	5	1.858236	2.0	2.6907238908297977
s__Polynucleobacter_sp018687735--RS_GCF_018687735.1	1	0	1	2	1.821948	2.0	1.0977261700114385
s__Polynucleobacter_sp018687935--RS_GCF_018687935.1	6	6	2	14	2.1268	4.0	6.582659394395336
s__Polynucleobacter_sp018688335--RS_GCF_018688335.1	3	0	6	9	1.934975	2.0	4.6512228840165895
s__Polynucleobacter_sp018688495--RS_GCF_018688495.1	3	0	7	10	2.007006	2.0	4.982546140868537
s__Polynucleobacter_sp018882215--RS_GCF_018882215.1	11	0	16	27	2.271807	2.0	11.884812398236294
s__Polynucleobacter_sp021395205--RS_GCF_021395205.1	11	4	2	17	2.452881	3.0	6.930625660193054
s__Polynucleobacter_sp903821995--GB_GCA_903821995.1	1	5	12	18	2.456775	9.0	7.32667826724059
s__Polynucleobacter_sp903826775--GB_GCA_903826775.1	2	9	8	19	2.559536	8.0	7.4232204587081405
s__Polynucleobacter_sp903827075--GB_GCA_903827075.1	4	10	3	17	1.60407	6.0	10.598041232614536
s__Polynucleobacter_sp903837335--GB_GCA_903837335.1	2	0	2	4	1.963535	2.0	2.0371421950716435
s__Polynucleobacter_sp903843235--GB_GCA_903843235.1	0	6	3	9	1.715152	5.0	5.2473483399722
s__Polynucleobacter_sp903843315--GB_GCA_903843315.1	5	9	5	19	1.87937	17.0	10.109770827458137
s__Polynucleobacter_sp903845455--GB_GCA_903845455.1	11	22	14	47	2.305392	7.0	20.386988416720456
s__Polynucleobacter_sp903846025--GB_GCA_903846025.1	5	2	12	19	2.022716	20.0	9.393310776203876
s__Polynucleobacter_sp903867305--GB_GCA_903867305.1	6	6	5	17	3.045056	6.0	5.58282015174762
s__Polynucleobacter_sp903871735--GB_GCA_903871735.1	6	0	11	17	2.762413	2.0	6.154039964335529
s__Polynucleobacter_sp903875135--GB_GCA_903875135.1	9	6	2	17	2.671846	4.0	6.362642158268104
s__Polynucleobacter_sp903880555--RS_GCF_018881925.1	3	5	15	23	2.04214	4.0	11.262695016012614
s__Polynucleobacter_sp903889595--GB_GCA_903889595.1	9	0	14	23	2.434153	2.0	9.448871948476535
s__Polynucleobacter_sp903935355--GB_GCA_903935355.1	8	3	9	20	1.824179	43.0	10.963836334043974
s__Polynucleobacter_sp903944255--GB_GCA_903944255.1	4	0	9	13	2.053436	2.0	6.330852288554404
s__Polynucleobacter_sp903944725--GB_GCA_903944725.1	9	4	8	21	2.005446	34.0	10.47148614323198
s__Polynucleobacter_sphagniphilus--RS_GCF_001953355.1	2	6	6	14	1.757658	8.0	7.965144527547452
s__Polynucleobacter_wuianus--RS_GCF_001659725.1	13	0	2	15	2.232205	3.0	6.7198129204082955
s__Pontibacillus_A_halophilus--RS_GCF_000425205.1	3	0	0	3	3.532243	2.0	0.8493186907016307
s__Pontibacillus_marinus--RS_GCF_000425225.1	5	0	0	5	4.222198	2.0	1.1842173199835726
s__Pontibacillus_yanchengensis_A--RS_GCF_009856295.1	4	0	0	4	4.413099	2.0	0.9063925373076833
s__Pontibacter_actiniarum--RS_GCF_003585765.1	1	0	1	2	4.952578	2.0	0.4038300860683062
s__Pontibacter_lucknowensis--RS_GCF_900156415.1	0	0	2	2	4.474059	2.0	0.44702137365644934
s__Pontibacter_ummariensis--RS_GCF_900188175.1	4	0	0	4	5.965912	2.0	0.6704758635393884
s__Pontibrevibacter_nitratireducens--RS_GCF_014235845.1	0	6	4	10	3.545831	3.0	2.820213371703276
s__Ponticaulis_sp002338565--GB_GCA_002338565.1	1	0	0	1	3.52387	3.0	0.28377891352405166
s__Ponticaulis_sp002723155--GB_GCA_002723155.1	1	0	0	1	2.998056	2.0	0.3335494733920914
s__Pontiella_sp016744085--GB_GCA_016744085.1	6	0	0	6	3.00442	2.0	1.9970576683686034
s__Pontiella_sp016937945--GB_GCA_016937945.1	0	0	5	5	4.190486	2.0	1.1931790250581913
s__Pontiella_sp021734345--GB_GCA_021734345.1	7	0	6	13	1.893023	2.0	6.8673227953384615
s__Pontimonas_sp000754445--GB_GCA_000754445.1	0	6	7	13	1.028118	4.0	12.644462989656828
s__Pontimonas_sp001438965--GB_GCA_001438965.1	11	0	2	13	1.262816	2.0	10.294453031953983
s__Pontimonas_sp002172585--GB_GCA_002172585.1	5	0	7	12	1.005465	2.0	11.934776446718681
s__Pontimonas_sp009704535--GB_GCA_009704535.1	6	0	6	12	1.213443	2.0	9.889216057120112
s__Pontimonas_sp017852615--GB_GCA_017852615.1	0	4	2	6	1.218835	7.0	4.922733593964729
s__Pontimonas_sp017857245--GB_GCA_017857245.1	0	2	1	3	1.280891	4.0	2.3421196651393443
s__Pontivivens_insulae--RS_GCF_900302495.1	1	0	0	1	3.539463	2.0	0.28252873387855726
s__Pontixanthobacter_sp020630295--GB_GCA_020630295.1	1	0	0	1	2.43591	2.0	0.4105241983488717
s__Porcincola_intestinalis--RS_GCF_009696445.1	2	13	18	33	2.436011	10.0	13.54673685792059
s__Porcincola_sp002350685--GB_GCA_902765725.1	1	0	1	2	2.50286	2.0	0.7990858457924135
s__Porcincola_sp002371345--GB_GCA_002371345.1	1	1	4	6	2.312348	4.0	2.594765147806472
s__Porcincola_sp900313765--GB_GCA_900313765.1	1	0	1	2	2.203536	2.0	0.9076320967753646
s__Porcincola_sp900318615--GB_GCA_900318615.1	1	1	14	16	2.666304	5.0	6.000816110991095
s__Porcincola_sp900555005--GB_GCA_900555005.1	1	4	7	12	2.187686	4.0	5.48524788292287
s__Porcincola_sp902767065--GB_GCA_902767065.1	0	0	2	2	2.395544	2.0	0.8348834335750042
s__Porcincola_sp902779575--GB_GCA_902779575.1	3	1	9	13	2.694183	3.0	4.825210462689431
s__Porcincola_sp902799015--GB_GCA_902799015.1	0	1	13	14	2.635822	3.0	5.31143605296564
s__Porcincola_sp902800805--GB_GCA_902761585.1	3	10	23	36	2.370711	15.0	15.185317822374806
s__Porphyromonas_A_bennonis--RS_GCF_000375645.1	0	0	3	3	2.007181	2.0	1.4946335183523558
s__Porphyromonas_A_cangingivalis--RS_GCF_900638305.1	1	0	4	5	2.368143	7.0	2.1113589846559098
s__Porphyromonas_A_canoris--RS_GCF_000769115.1	1	0	0	1	2.202536	4.0	0.4540220908988548
s__Porphyromonas_A_levii--RS_GCF_000379925.1	1	2	3	6	2.353351	20.0	2.5495559310957012
s__Porphyromonas_A_somerae--RS_GCF_000372405.1	1	3	3	7	2.038415	7.0	3.434040663947233
s__Porphyromonas_A_sp001808555--RS_GCF_001808555.1	1	0	1	2	1.972145	2.0	1.0141242150044747
s__Porphyromonas_A_sp004555765--GB_GCA_004555765.1	0	0	2	2	1.901943	5.0	1.0515562243453143
s__Porphyromonas_A_sp900541275--GB_GCA_900541275.1	0	0	3	3	1.74806	2.0	1.7161882315252337
s__Porphyromonas_A_sp900554935--GB_GCA_900554935.1	2	0	0	2	1.313475	2.0	1.5226783912902797
s__Porphyromonas_circumdentaria--RS_GCF_900167105.1	3	0	0	3	2.033464	2.0	1.4753150289358454
s__Porphyromonas_crevioricanis--RS_GCF_900167225.1	0	1	0	1	2.105287	6.0	0.4749946206859207
s__Porphyromonas_gingivalis--RS_GCF_000010505.1	0	4	2	6	2.333418	84.0	2.571335268691679
s__Porphyromonas_gingivicanis--RS_GCF_000614585.1	0	0	3	3	1.98348	2.0	1.512493193780628
s__Porphyromonas_gulae--RS_GCF_000378065.1	0	3	1	4	2.340299	14.0	1.7091833137560628
s__Porphyromonas_macacae--RS_GCF_000379945.1	0	1	0	1	2.324569	7.0	0.4301872734257404
s__Porphyromonas_pasteri--RS_GCF_014647755.1	0	2	2	4	2.144908	40.0	1.8648818504103672
s__Porphyromonas_sp000467855--RS_GCF_000467855.2	0	0	2	2	2.158216	3.0	0.926691304299477
s__Porphyromonas_sp000769075--RS_GCF_000769075.1	0	0	2	2	2.293773	2.0	0.8719258618878155
s__Porphyromonas_sp003640335--GB_GCA_003640335.1	0	4	1	5	1.921164	5.0	2.602588847178065
s__Porphyromonas_sp022772085--GB_GCA_022772085.1	0	0	2	2	2.056487	2.0	0.9725322844248467
s__Porphyromonas_sp900538385--GB_GCA_900538385.1	0	1	0	1	2.012007	3.0	0.4970161634626519
s__Porphyromonas_sp900539155--GB_GCA_900539155.1	0	2	0	2	2.045709	3.0	0.9776561573518032
s__Porphyromonas_sp900546675--GB_GCA_900546675.1	0	0	1	1	1.945372	4.0	0.5140405022792556
