gtdb_species_clade_id,total_clusters,annotated_clusters,cog_annotated_clusters,cog_fraction,any_anno_fraction,species_lifestyle,phylum
s__Streptococcus_iniae--RS_GCF_003674745.1,4635,3163,2827,0.6099244875943906,0.6824163969795037,host_associated,p__Bacillota
s__VadinCA11_sp002498365--GB_GCA_002498365.1,3249,1902,1785,0.5493998153277931,0.5854108956602031,free_living,p__Thermoplasmatota
s__Microbacterium_maritypicum_A--RS_GCF_000455825.1,6902,5062,4556,0.6600985221674877,0.733410605621559,free_living,p__Actinomycetota
s__Afipia_broomeae--RS_GCF_000314675.2,12404,7717,6922,0.5580457916801032,0.6221380199935505,free_living,p__Pseudomonadota
s__Acetobacter_peroxydans--RS_GCF_006539345.1,3570,2642,2533,0.7095238095238096,0.7400560224089636,free_living,p__Pseudomonadota
s__Paracoccus_denitrificans--RS_GCF_900100045.1,7080,6176,5565,0.7860169491525424,0.8723163841807909,free_living,p__Pseudomonadota
s__Pseudomonas_E_chlororaphis--RS_GCF_003945765.1,13710,10249,9197,0.6708242159008023,0.7475565280816922,free_living,p__Pseudomonadota
s__Thermotoga_maritima--RS_GCF_000008545.1,2755,2258,2163,0.7851179673321234,0.8196007259528131,free_living,p__Thermotogota
s__Cryptobacteroides_sp004554455--GB_GCA_004554455.1,6324,3337,3195,0.5052182163187856,0.5276723592662872,host_associated,p__Bacteroidota
s__Tractidigestivibacter_sp900548775--GB_GCA_900548775.1,6614,4125,3838,0.5802842455397641,0.6236770486846084,host_associated,p__Actinomycetota
s__Methanomethylophilus_sp001481295--RS_GCF_001481295.1,4916,2428,2227,0.4530105777054516,0.49389747762408465,host_associated,p__Thermoplasmatota
s__Rubrivivax_sp903938815--GB_GCA_903938815.1,10418,6619,6412,0.6154732194279132,0.6353426761374544,free_living,p__Pseudomonadota
s__UBA3064_sp005787245--GB_GCA_900299025.1,10847,5684,5552,0.5118465935281644,0.5240158569189638,free_living,p__Pseudomonadota
s__Turicimonas_muris--RS_GCF_002221595.1,3832,2876,2700,0.7045929018789144,0.7505219206680585,host_associated,p__Pseudomonadota
s__Plesiomonas_shigelloides--RS_GCF_900087055.1,10768,6626,5854,0.5436478454680534,0.6153417533432393,host_associated,p__Pseudomonadota
s__Corynebacterium_parakroppenstedtii--RS_GCF_019754935.1,3514,2382,2186,0.6220830961866819,0.6778599886169607,host_associated,p__Actinomycetota
s__Novosphingobium_capsulatum--RS_GCF_001598375.1,7541,5776,5260,0.6975202227821243,0.7659461609866065,free_living,p__Pseudomonadota
s__GCF-000787395_sp000787395--RS_GCF_000787395.1,6334,3839,3573,0.5640985159456899,0.6060940953583833,host_associated,p__Pseudomonadota
s__Xanthomonas_sp001423585--RS_GCF_001423585.1,7667,5322,4826,0.6294508934394156,0.694143732881179,host_associated,p__Pseudomonadota
s__Eisenbergiella_porci--RS_GCF_009696275.1,18008,12813,11383,0.6321079520213239,0.7115171035095513,host_associated,p__Bacillota_A
s__CAIPMZ01_sp903861715--GB_GCA_903861715.1,3900,1490,1446,0.3707692307692308,0.382051282051282,free_living,p__Patescibacteria
s__Micrococcus_luteus--RS_GCF_000023205.1,23669,10490,9504,0.40153787654738266,0.4431957412649457,host_associated,p__Actinomycetota
s__UBA11703_sp001822075--GB_GCA_001822075.1,1062,573,555,0.5225988700564972,0.53954802259887,free_living,p__Patescibacteria
s__Streptococcus_symci--RS_GCF_006385165.1,5928,4008,3218,0.5428475033738192,0.6761133603238867,host_associated,p__Bacillota
s__CAG-448_sp003150135--GB_GCA_022009675.1,6131,2805,2650,0.4322296525852226,0.4575110096232262,host_associated,p__Bacillota_A
s__CAIUCS01_sp903897715--GB_GCA_903897715.1,5998,3355,3112,0.5188396132044014,0.559353117705902,free_living,p__Cyanobacteriota
s__CAG-170_sp000432135--GB_GCA_000432135.1,7320,4728,4355,0.5949453551912568,0.6459016393442623,host_associated,p__Bacillota_A
s__Lactiplantibacillus_pentosus--RS_GCF_003641185.1,12133,7484,6583,0.5425698508200775,0.6168301326959532,host_associated,p__Bacillota
s__Lactococcus_cremoris--RS_GCF_001591705.1,13159,6788,5982,0.45459381411961397,0.5158446690478,free_living,p__Bacillota
s__Malaciobacter_marinus--RS_GCF_003544855.1,4636,3372,3152,0.6798964624676446,0.727351164797239,free_living,p__Campylobacterota
s__Photorhabdus_laumondii--RS_GCF_003343245.1,7773,5743,5208,0.6700115785411038,0.7388395728804837,host_associated,p__Pseudomonadota
s__Sulfolobus_acidocaldarius--RS_GCF_000012285.1,3586,2513,2007,0.5596765197992192,0.7007808142777467,free_living,p__Thermoproteota
s__Shewanella_algae--RS_GCF_009183365.2,17820,10776,9030,0.5067340067340067,0.6047138047138048,host_associated,p__Pseudomonadota
s__Burkholderia_sp002223185--RS_GCF_016899425.1,19297,14188,12487,0.647095403430585,0.7352438202829455,free_living,p__Pseudomonadota
s__Mesorhizobium_sp003952505--RS_GCF_003952505.1,24027,13303,12342,0.5136721188662754,0.5536687892787281,host_associated,p__Pseudomonadota
s__Eubacterium_F_sp900539115--GB_GCA_900539115.1,8008,4768,4335,0.5413336663336663,0.5954045954045954,host_associated,p__Bacillota_A
s__Evtepia_sp902781745--GB_GCA_902781745.1,5110,3052,2907,0.5688845401174168,0.5972602739726027,host_associated,p__Bacillota_A
s__Blautia_A_sp000285855--GB_GCA_000285855.2,9743,6397,5870,0.6024838345478806,0.6565739505285846,host_associated,p__Bacillota_A
s__CAG-274_sp000432155--GB_GCA_000432155.1,6214,3582,3375,0.5431284196974574,0.576440296105568,host_associated,p__Bacillota_A
s__CAG-95_sp000438155--GB_GCA_000438155.1,10965,6188,5585,0.5093479252165982,0.5643410852713179,host_associated,p__Bacillota_A
s__Euzebyella_marina--RS_GCF_014855515.1,6298,5075,4553,0.7229279136233725,0.8058113686884726,free_living,p__Bacteroidota
s__Eubacterium_B_sulci--GB_GCA_001189495.1,8323,4624,4182,0.5024630541871922,0.5555689054427491,host_associated,p__Bacillota_A
s__Bulleidia_sp015256775--GB_GCA_015256775.1,9200,4796,4355,0.4733695652173913,0.5213043478260869,host_associated,p__Bacillota
s__UBA1138_sp009937285--GB_GCA_009937285.1,9457,4528,4338,0.4587078354657925,0.4787987733953685,free_living,p__Gemmatimonadota
s__Lactobacillus_bombicola--RS_GCF_900112665.1,3179,2171,1949,0.6130858760616547,0.6829191569675999,host_associated,p__Bacillota
s__Pectobacterium_parmentieri--RS_GCF_001742145.1,9656,7494,6274,0.649751449875725,0.7760977630488816,host_associated,p__Pseudomonadota
s__Haloarcula_hispanica--RS_GCF_000223905.1,7124,5254,4010,0.5628860190903987,0.7375070185289163,free_living,p__Halobacteriota
s__RAAP-2_sp903871335--GB_GCA_903871335.1,4328,2569,2478,0.572550831792976,0.5935767097966729,free_living,p__Actinomycetota
s__Lachnoclostridium_B_sp000765215--RS_GCF_000765215.1,5773,4415,4111,0.712108089381604,0.7647670188809977,host_associated,p__Bacillota_A
s__Prevotella_sp002933775--RS_GCF_002933775.1,4358,3001,2696,0.6186324001835705,0.6886186324001836,host_associated,p__Bacteroidota
s__PHOS-HE28_sp002396605--GB_GCA_016700415.1,11010,4204,3948,0.35858310626703,0.3818346957311535,free_living,p__Bacteroidota
s__Nocardia_nova--RS_GCF_001613005.1,14041,10530,8969,0.6387721672245567,0.7499465850010683,host_associated,p__Actinomycetota
s__Campylobacter_B_ureolyticus--RS_GCF_013372225.1,3368,2333,2013,0.5976840855106889,0.6926959619952494,host_associated,p__Campylobacterota
s__PeH17_sp900542285--GB_GCA_900542285.1,4674,2742,2478,0.5301668806161746,0.5866495507060334,host_associated,p__Bacillota_A
s__UBA738_sp004557735--GB_GCA_004557735.1,6118,3624,3470,0.5671788166067342,0.592350441320693,host_associated,p__Bacillota_A
s__Parabacteroides_faecis--RS_GCF_014647375.1,10342,7708,7087,0.6852639721523883,0.7453103848385225,host_associated,p__Bacteroidota
s__Prochlorococcus_A_sp001989455--RS_GCF_001989455.1,7683,4549,4142,0.5391123259143563,0.5920864245737342,free_living,p__Cyanobacteriota
s__SAR86A_sp902612915--GB_GCA_902612915.1,2058,1542,1521,0.739067055393586,0.749271137026239,free_living,p__Pseudomonadota
s__UBA1757_sp017380635--GB_GCA_017380635.1,6698,3527,3390,0.5061212302179755,0.5265750970438937,host_associated,p__Bacteroidota
s__Alistipes_senegalensis--GB_GCA_025145645.1,8416,6051,5343,0.6348621673003803,0.7189876425855514,host_associated,p__Bacteroidota
s__Mesomycoplasma_hyorhinis--RS_GCF_000383515.1,2856,1040,950,0.3326330532212885,0.3641456582633053,host_associated,p__Bacillota
s__FeB-14_sp016719395--GB_GCA_016719395.1,9642,3850,3735,0.38736776602364653,0.3992947521261149,free_living,p__Chloroflexota
s__Rathayibacter_toxicus--RS_GCF_000425325.1,2935,1968,1782,0.6071550255536627,0.6705281090289609,host_associated,p__Actinomycetota
s__Eubacterium_callanderi--RS_GCF_900142645.1,9587,6584,5928,0.6183373318034839,0.6867633253363931,host_associated,p__Bacillota_A
s__Aeromonas_veronii--RS_GCF_000820225.1,40474,21743,18859,0.4659534515985571,0.5372090724909818,host_associated,p__Pseudomonadota
s__Choladocola_sp003480725--GB_GCA_003480725.1,9705,6938,6118,0.6303967027305513,0.7148892323544564,host_associated,p__Bacillota_A
s__Limimorpha_sp900318085--GB_GCA_900318085.1,7284,3974,3615,0.49629324546952225,0.5455793520043932,host_associated,p__Bacteroidota
s__Polynucleobacter_sp903843315--GB_GCA_903843315.1,7497,4142,3971,0.5296785380818995,0.5524876617313592,free_living,p__Pseudomonadota
s__Dorea_A_longicatena--GB_GCA_025150085.1,16139,11017,9669,0.5991077514096288,0.6826321333415949,host_associated,p__Bacillota_A
s__Gilliamella_apicola_N--RS_GCF_001693435.1,5113,3480,3176,0.6211617445726579,0.6806180324662625,host_associated,p__Pseudomonadota
s__Anaerovibrio_slackiae--RS_GCF_009695585.1,7611,4335,4138,0.5436867691499147,0.5695703586913677,host_associated,p__Bacillota_C
s__Pasteurella_multocida--RS_GCF_900187275.1,14993,7723,6913,0.4610818381911559,0.5151070499566465,host_associated,p__Pseudomonadota
s__Bacillus_sonorensis--RS_GCF_001592005.1,7032,5337,4844,0.6888509670079636,0.7589590443686007,host_associated,p__Bacillota
s__Nitrosopumilus_sp013390905--GB_GCA_013390905.1,3245,1934,1533,0.4724191063174114,0.5959938366718027,free_living,p__Thermoproteota
s__Bacteroides_pyogenes--RS_GCF_000428105.1,7465,5325,4539,0.6080375083724046,0.7133288680509042,host_associated,p__Bacteroidota
s__Aerococcus_urinae_C--RS_GCF_003286645.1,2821,2255,2148,0.761432116270826,0.7993619283941864,host_associated,p__Bacillota
s__Pseudomonas_E_edaphica--RS_GCF_005863185.1,12245,8997,8179,0.6679461004491629,0.7347488770926909,host_associated,p__Pseudomonadota
s__Rhizobium_sp900469475--GB_GCA_900469475.1,9880,8168,7381,0.7470647773279352,0.8267206477732794,host_associated,p__Pseudomonadota
s__Ruegeria_sp013112245--RS_GCF_013112245.1,6457,5377,4986,0.7721852253368438,0.8327396623819111,host_associated,p__Pseudomonadota
s__Faecousia_sp000434635--GB_GCA_000434635.1,10881,7119,6438,0.5916735594154949,0.6542597187758478,host_associated,p__Bacillota_A
s__Butyricimonas_virosa--GB_GCA_025148635.1,14250,9500,8326,0.584280701754386,0.6666666666666666,host_associated,p__Bacteroidota
s__Enterococcus_D_innesii--GB_GCA_018982785.1,17788,10814,9396,0.5282212727681583,0.60793793568698,host_associated,p__Bacillota
s__Sediminibacterium_sp903865435--GB_GCA_903865435.1,5511,3172,3027,0.5492651061513337,0.5755761204863001,free_living,p__Bacteroidota
s__Halopseudomonas_pachastrellae--RS_GCF_900114765.1,9244,6479,6084,0.658156642146257,0.7008870618779749,free_living,p__Pseudomonadota
s__Metallosphaera_sedula--GB_GCA_000016605.1,3384,2665,2147,0.6344562647754137,0.7875295508274232,free_living,p__Thermoproteota
s__Helicobacter_pylori_CI--RS_GCF_000448485.1,20753,6722,5957,0.2870428371801667,0.32390497759360093,host_associated,p__Campylobacterota
s__UBA2226_sp001777915--GB_GCA_001777915.1,4053,2511,2388,0.5891931902294597,0.619541080680977,free_living,p__Edwardsbacteria
s__Acinetobacter_sp002018365--RS_GCF_002018365.1,19278,12418,9445,0.48993671542691153,0.6441539578794481,host_associated,p__Pseudomonadota
s__Pseudosulfitobacter_pseudonitzschiae--RS_GCF_900129395.1,6721,5723,5184,0.7713137925903883,0.8515101919357239,host_associated,p__Pseudomonadota
s__Flavonifractor_plautii--RS_GCF_000239295.1,28906,16834,14052,0.4861274475887359,0.5823704421227427,host_associated,p__Bacillota_A
s__CAIQEU01_sp903870905--GB_GCA_903870905.1,5270,2890,2799,0.5311195445920304,0.5483870967741935,free_living,p__Actinomycetota
s__CAINCQ01_sp903847095--GB_GCA_903847095.1,2440,927,889,0.364344262295082,0.37991803278688524,free_living,p__Patescibacteria
s__Lawsonibacter_pullicola--RS_GCF_002160305.1,7446,4927,4489,0.6028740263228579,0.6616975557346226,host_associated,p__Bacillota_A
s__Parabacteroides_merdae--GB_GCA_025151215.1,33849,19507,16464,0.4863954621997696,0.5762947206712162,host_associated,p__Bacteroidota
s__Ruminococcus_D_bicirculans--RS_GCF_000723465.1,15104,8001,6798,0.4500794491525424,0.5297272245762712,host_associated,p__Bacillota_A
s__Evtepia_gabavorous--RS_GCF_003425665.1,4261,3011,2777,0.651724947195494,0.7066416334193851,host_associated,p__Bacillota_A
s__Xanthomonas_A_sontii--RS_GCF_008119715.1,15756,8872,8139,0.5165651180502666,0.563087077938563,host_associated,p__Pseudomonadota
s__Stenotrophomonas_maltophilia--RS_GCF_900186865.1,45982,17361,15016,0.32656256796137617,0.3775607846548649,host_associated,p__Pseudomonadota
s__Agrobacterium_cavarae--RS_GCF_004310285.1,10766,8021,7125,0.6618056845625117,0.7450306520527586,host_associated,p__Pseudomonadota
s__Mycobacterium_smegmatis--RS_GCF_001457595.1,11467,9014,8090,0.7055027470131682,0.7860817999476759,host_associated,p__Actinomycetota
s__Rickettsia_prowazekii--RS_GCF_000367405.1,1088,888,873,0.8023897058823529,0.8161764705882353,host_associated,p__Pseudomonadota
s__Pasteurella_canis--RS_GCF_900454865.1,3574,2748,2509,0.7020145495243425,0.7688864017907107,host_associated,p__Pseudomonadota
s__Pectobacterium_aquaticum--RS_GCF_003382565.3,8289,6464,5622,0.678248280854144,0.7798286886234769,free_living,p__Pseudomonadota
s__Acetatifactor_sp900066565--GB_GCA_003584705.1,21094,13012,11261,0.533848487721627,0.6168578742770456,host_associated,p__Bacillota_A
s__Anaerostipes_hominis--RS_GCF_002270485.1,4807,3959,3648,0.758893280632411,0.8235905970459746,host_associated,p__Bacillota_A
s__Acinetobacter_variabilis--RS_GCF_000369625.1,15051,10257,8312,0.5522556640754767,0.6814829579429938,host_associated,p__Pseudomonadota
s__Ruminococcus_E_sp900317315--GB_GCA_900317315.1,21897,8092,7761,0.35443211398821756,0.369548339955245,host_associated,p__Bacillota_A
s__Nitrotoga_sp002470125--GB_GCA_002470125.1,3809,2340,2275,0.5972696245733788,0.6143344709897611,free_living,p__Pseudomonadota
s__Streptococcus_salivarius--RS_GCF_000785515.1,18759,9006,8132,0.43349858734474117,0.48008955701263395,host_associated,p__Bacillota
s__Alistipes_A_pullistercoris--RS_GCF_009557455.1,7686,4670,4304,0.5599791829300026,0.6075982305490503,host_associated,p__Bacteroidota
s__F23-B02_sp001916715--GB_GCA_001916715.1,4800,3208,2942,0.6129166666666667,0.6683333333333333,host_associated,p__Bacillota_A
s__Elizabethkingia_anophelis--RS_GCF_002023665.2,16085,10751,8292,0.5155113459745104,0.6683866956792043,host_associated,p__Bacteroidota
s__Methyloceanibacter_sp002383105--GB_GCA_002383105.1,9019,4045,3897,0.4320878146135935,0.44849761614369665,free_living,p__Pseudomonadota
s__JAJQCF01_sp021202845--GB_GCA_021202845.1,4885,2891,2766,0.5662231320368475,0.591811668372569,host_associated,p__Bacillota_A
s__Aliivibrio_fischeri--RS_GCF_023983475.1,14823,9810,8116,0.5475274910611887,0.6618093503339405,host_associated,p__Pseudomonadota
s__Bradyrhizobium_yuanmingense--RS_GCF_900094575.1,25205,15401,13147,0.5216028565760762,0.6110295576274549,host_associated,p__Pseudomonadota
s__Acinetobacter_lactucae--RS_GCF_001605885.1,9049,6847,5527,0.6107857221792463,0.7566581942756105,host_associated,p__Pseudomonadota
s__Campylobacter_lawsonii--RS_GCF_013372165.1,3638,2431,2172,0.5970313358988455,0.6682242990654206,host_associated,p__Campylobacterota
s__Lacticaseibacillus_rhamnosus--RS_GCF_900636965.1,19216,9488,8505,0.4425999167360533,0.49375520399666945,host_associated,p__Bacillota
s__TMED112_sp902529055--GB_GCA_023703555.1,1574,1166,1153,0.7325285895806861,0.7407878017789072,free_living,p__Pseudomonadota
s__CAIUPE01_sp903877935--GB_GCA_903877935.1,8152,4932,4800,0.5888125613346418,0.6050049067713444,free_living,p__Pseudomonadota
s__PALSA-747_sp903898555--GB_GCA_903898555.1,6251,3485,3421,0.5472724364101744,0.5575107982722765,free_living,p__Actinomycetota
s__Enterococcus_D_gallinarum--RS_GCF_001544275.1,18444,11230,9583,0.5195727607894166,0.6088700932552592,host_associated,p__Bacillota
s__Streptococcus_suis_W--RS_GCF_902702775.1,17106,8789,7261,0.4244709458669473,0.5137963287735298,host_associated,p__Bacillota
s__Dolichospermum_heterosporum--RS_GCF_001277295.1,14587,8792,7414,0.508260780146706,0.6027284568451361,free_living,p__Cyanobacteriota
s__Pusillimonas_A_sp002384935--GB_GCA_002384935.1,7565,4942,4651,0.6148050231328487,0.6532716457369465,free_living,p__Pseudomonadota
s__Thermus_scotoductus--RS_GCF_000381045.1,12918,6799,5980,0.46291995664963614,0.5263198637559994,free_living,p__Deinococcota
s__Brochothrix_thermosphacta--RS_GCF_000620985.1,5662,3444,3208,0.5665842458495232,0.6082656305192512,host_associated,p__Bacillota
s__UBA868_sp018672825--GB_GCA_018672825.1,7185,4356,4251,0.5916492693110648,0.6062630480167015,free_living,p__Pseudomonadota
s__Xanthomonas_vasicola--RS_GCF_000772705.2,14311,6843,6216,0.4343511983788694,0.4781636503389001,host_associated,p__Pseudomonadota
s__Anaerobutyricum_soehngenii--RS_GCF_900209925.1,19864,12865,11275,0.5676097462746678,0.6476540475231575,host_associated,p__Bacillota_A
s__Caecibacter_massiliensis--GB_GCA_900095875.1,6947,4691,4318,0.6215632647185836,0.6752555059738017,host_associated,p__Bacillota_C
s__CAIRDP01_sp903877385--GB_GCA_903877385.1,4525,3171,2927,0.6468508287292818,0.7007734806629834,free_living,p__Bacteroidota
s__Collinsella_sp002391315--RS_GCF_009696325.1,9315,4779,4481,0.48105206655931293,0.5130434782608696,host_associated,p__Actinomycetota
s__UBA2588_sp002723125--GB_GCA_002723125.1,4454,2596,2561,0.5749887741356084,0.5828468792096991,free_living,p__Chloroflexota
s__Sphingobacterium_sp002476975--RS_GCF_024296865.1,6482,4805,4230,0.6525763653193459,0.7412835544585005,host_associated,p__Bacteroidota
s__Burkholderia_cenocepacia--RS_GCF_900446215.1,43414,23946,21133,0.4867784585617543,0.5515732252268853,host_associated,p__Pseudomonadota
s__Helicobacter_E_suis--RS_GCF_000187625.1,3131,1572,1498,0.47844139252634943,0.5020760140530182,host_associated,p__Campylobacterota
s__Staphylococcus_delphini--RS_GCF_900636325.1,6158,4213,3677,0.5971094511204936,0.6841506982786619,host_associated,p__Bacillota
s__Arcanobacterium_phocae_A--RS_GCF_018913465.1,3046,1981,1793,0.5886408404464872,0.6503611293499671,host_associated,p__Actinomycetota
s__MAG-120802_sp010023045--GB_GCA_010023045.1,4524,2466,2418,0.5344827586206896,0.5450928381962865,free_living,p__Actinomycetota
s__Pectobacterium_aroidearum--RS_GCF_015689195.1,8221,6912,5985,0.7280136236467583,0.8407736285123464,host_associated,p__Pseudomonadota
s__Prevotella_sp900767615--RS_GCF_019249655.1,9081,5373,4792,0.5276951877546525,0.5916749256689792,host_associated,p__Bacteroidota
s__Blautia_A_wexlerae--GB_GCA_025148125.1,52361,30428,26797,0.5117740302897195,0.5811195355321709,host_associated,p__Bacillota_A
s__Limosilactobacillus_caviae--RS_GCF_014635905.1,4600,3335,2953,0.6419565217391304,0.725,host_associated,p__Bacillota
s__CAIRDP01_sp903887775--GB_GCA_903887775.1,7270,4290,3992,0.5491059147180193,0.5900962861072903,free_living,p__Bacteroidota
s__Limnohabitans_sp903838355--GB_GCA_903838355.1,10304,5655,5506,0.5343555900621118,0.5488159937888198,free_living,p__Pseudomonadota
s__Chlorobium_sp903869365--GB_GCA_903869365.1,8754,4813,4457,0.5091386794608179,0.5498058030614577,free_living,p__Bacteroidota
s__Pseudomonas_E_fluorescens--RS_GCF_900215245.1,9883,7916,7056,0.7139532530608115,0.8009713649701508,free_living,p__Pseudomonadota
s__Coprococcus_eutactus_A--RS_GCF_001404675.1,10950,6774,5904,0.5391780821917809,0.6186301369863013,host_associated,p__Bacillota_A
s__Salmonella_diarizonae--RS_GCF_008692785.1,20224,12948,11175,0.5525613132911392,0.6402294303797469,host_associated,p__Pseudomonadota
s__Stenotrophomonas_acidaminiphila_A--RS_GCF_002951995.1,7221,5156,4624,0.6403545215344135,0.7140285279047224,free_living,p__Pseudomonadota
s__Lysinibacillus_fusiformis_D--RS_GCF_002845985.1,12382,5912,5308,0.42868680342432564,0.47746729122920367,free_living,p__Bacillota
s__Mammaliicoccus_fleurettii--RS_GCF_003970575.1,5343,4104,3686,0.6898746022833614,0.768107804604155,free_living,p__Bacillota
s__Pseudomonas_E_lundensis--RS_GCF_001042985.1,16360,10882,9264,0.5662591687041565,0.6651589242053789,host_associated,p__Pseudomonadota
s__Apilactobacillus_micheneri--RS_GCF_002993975.1,2888,1880,1707,0.5910664819944599,0.6509695290858726,host_associated,p__Bacillota
s__Staphylococcus_devriesei--RS_GCF_002902625.1,3815,2852,2563,0.671821756225426,0.7475753604193971,host_associated,p__Bacillota
s__Agrobacterium_oryzihabitans--RS_GCF_010669145.1,13457,9451,8550,0.6353570632384633,0.7023110648733002,free_living,p__Pseudomonadota
s__Anaerotignum_sp001304995--GB_GCA_001304995.1,5724,3572,3268,0.5709294199860238,0.6240391334730957,host_associated,p__Bacillota_A
s__Faecalicoccus_pleomorphus--RS_GCF_000420345.1,4416,3237,2965,0.6714221014492754,0.733016304347826,host_associated,p__Bacillota
s__UBA7388_sp002470695--GB_GCA_002470695.1,5862,3443,3355,0.572330262708973,0.5873422040259297,free_living,p__Actinomycetota
s__Pseudolysinimonas_sp002325245--GB_GCA_002325245.1,4434,3090,2902,0.6544880469102391,0.6968876860622463,free_living,p__Actinomycetota
s__Pseudothioglobus_aerophilus--GB_GCA_014384565.1,4127,2800,2766,0.6702204991519264,0.6784589290041192,free_living,p__Pseudomonadota
s__Clostridium_saccharobutylicum--RS_GCF_000473995.1,7325,5558,4904,0.6694880546075085,0.7587713310580205,host_associated,p__Bacillota_A
s__Haemophilus_influenzae_D--RS_GCF_900475755.1,6634,4145,3792,0.5716008441362677,0.6248115767259572,host_associated,p__Pseudomonadota
s__Yersinia_massiliensis--RS_GCF_000312485.1,10730,8158,6909,0.6438956197576887,0.7602982292637465,host_associated,p__Pseudomonadota
s__Pseudomonas_E_frederiksbergensis_J--RS_GCF_001952935.1,7590,6339,5788,0.7625823451910408,0.8351778656126482,free_living,p__Pseudomonadota
s__Bog-209_sp003162935--GB_GCA_003162935.1,11901,5286,5004,0.4204688681623393,0.4441643559364759,free_living,p__Acidobacteriota
s__UBA7542_sp003134375--GB_GCA_003134375.1,7693,3548,3359,0.4366307032367087,0.4611984921357078,free_living,p__Verrucomicrobiota
s__Salmonella_enterica--RS_GCF_000006945.2,266371,77310,67657,0.2539953673635644,0.290234297277106,host_associated,p__Pseudomonadota
s__Citrobacter_freundii--RS_GCF_011064845.1,75018,38220,31509,0.42001919539310567,0.509477725345917,host_associated,p__Pseudomonadota
s__Staphylococcus_pettenkoferi--RS_GCF_002902685.1,5460,3680,3274,0.5996336996336996,0.673992673992674,host_associated,p__Bacillota
s__Kingella_kingae--RS_GCF_900111845.1,5750,2924,2746,0.47756521739130436,0.5085217391304347,host_associated,p__Pseudomonadota
s__Stutzerimonas_stutzeri_AB--RS_GCF_002890895.1,15860,9806,8975,0.5658890290037831,0.6182849936948298,free_living,p__Pseudomonadota
s__Mycoplasmopsis_agalactiae--RS_GCF_000063605.1,2118,1050,795,0.37535410764872523,0.49575070821529743,host_associated,p__Bacillota
s__Ralstonia_pickettii--RS_GCF_016466415.2,12017,8640,7555,0.6286926853624033,0.7189814429558126,free_living,p__Pseudomonadota
s__Tannerella_serpentiformis--RS_GCF_003033925.1,13897,4436,4119,0.29639490537526086,0.31920558393897963,host_associated,p__Bacteroidota
s__Bifidobacterium_globosum--RS_GCF_000741295.1,12308,6296,5272,0.42833929151771205,0.5115372115697108,host_associated,p__Actinomycetota
s__Ruminococcus_E_sp003438075--RS_GCF_003438075.1,6187,3776,3352,0.5417811540326491,0.6103119443995474,host_associated,p__Bacillota_A
s__Parafannyhessea_umbonata--RS_GCF_900105025.1,12204,6071,5666,0.4642740085217961,0.4974598492297607,host_associated,p__Actinomycetota
s__Bulleidia_timonensis--RS_GCF_900240265.1,6792,3858,3649,0.5372497055359247,0.5680212014134276,host_associated,p__Bacillota
s__Aeromonas_dhakensis--RS_GCF_000820305.1,15168,9778,8668,0.5714662447257384,0.6446466244725738,host_associated,p__Pseudomonadota
s__Butyribacter_sp003524945--RS_GCF_003478445.1,6161,3829,3536,0.5739328031163772,0.6214900178542444,host_associated,p__Bacillota_A
s__Streptococcus_constellatus--RS_GCF_023167545.1,6254,4689,3998,0.6392708666453469,0.7497601535017588,host_associated,p__Bacillota
s__Staphylococcus_xylosus--RS_GCF_002732165.1,10238,6213,5410,0.5284235202187927,0.6068568079703067,host_associated,p__Bacillota
s__Bog-38_sp003139855--GB_GCA_003139855.1,7234,2448,2364,0.3267901575891623,0.3384019905999447,free_living,p__Halobacteriota
s__LS-NOB_sp018653085--GB_GCA_018653085.1,6517,3559,3441,0.528003682676078,0.5461101733926653,free_living,p__Nitrospinota
s__UBA3362_sp016714365--GB_GCA_016714365.1,15114,4962,4588,0.3035596136032817,0.32830488289003573,free_living,p__Bacteroidota
s__Parasynechococcus_sp002724845--RS_GCF_014279895.1,6085,4050,3192,0.5245686113393591,0.6655710764174199,free_living,p__Cyanobacteriota
s__Latilactobacillus_sakei--RS_GCF_002370355.1,6913,4569,4065,0.5880225661796615,0.6609286850860697,host_associated,p__Bacillota
s__Geobacillus_thermodenitrificans--RS_GCF_000496575.1,5935,4789,4272,0.7197978096040438,0.8069081718618366,free_living,p__Bacillota
s__Mycobacterium_kansasii--RS_GCF_000157895.3,11814,7452,6530,0.5527340443541561,0.6307770441848655,host_associated,p__Actinomycetota
s__Borrelia_hermsii--RS_GCF_023035675.1,2400,898,839,0.34958333333333336,0.37416666666666665,host_associated,p__Spirochaetota
s__Campylobacter_A_concisus_B--RS_GCF_000466745.1,3448,2524,2156,0.6252900232018561,0.7320185614849188,host_associated,p__Campylobacterota
s__Rothia_nasimurium_D--RS_GCF_928391935.1,3259,2262,2150,0.6597115679656337,0.6940779380177968,host_associated,p__Actinomycetota
s__Listeria_A_booriae--RS_GCF_000766865.1,15416,8740,7347,0.47658277114686043,0.5669434353918007,free_living,p__Bacillota
s__AG-339-G14_sp902613455--GB_GCA_023703675.1,2299,1661,1621,0.7050891692040018,0.722488038277512,free_living,p__Pseudomonadota
s__Actinomarina_sp003213625--GB_GCA_003213625.1,3909,2164,2083,0.5328728575083141,0.5535942696341776,free_living,p__Actinomycetota
s__CAG-791_sp900320025--GB_GCA_900320025.1,9019,5075,4835,0.5360904756624904,0.5627009646302251,host_associated,p__Bacillota_A
