genome_id	biome_id	species_id	lineage	length	n_contigs	gc_content	completeness	contamination	genome_type	is_species_rep	country	continent	AA	CB	CE	CL	GH	GT	PL	total_cazy	cazy_density	gtdb_phylum
MGYG000444357	marine	MGYG000444357	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MAG-121220-bin8;s__	1706401	236	29.4	92.09	2.39	MAG	True	not provided	not provided	0.0	0.0	4.0	0.0	7.0	11.0	0.0	22.0	12.8926319194609	Bacteroidota
MGYG000444359	marine	MGYG000444359	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MAG-121220-bin8;s__	1071696	77	28.64	61.25	0.33	MAG	True	not provided	not provided	0.0	0.0	1.0	0.0	4.0	8.0	0.0	13.0	12.130305609053314	Bacteroidota
MGYG000444361	marine	MGYG000444361	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MAG-121220-bin8;s__	1331957	196	29.12	75.18	0.44	MAG	True	not provided	not provided	0.0	0.0	1.0	0.0	2.0	9.0	0.0	12.0	9.009299849769924	Bacteroidota
MGYG000444362	marine	MGYG000444362	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MAG-121220-bin8;s__MAG-121220-bin8 sp002700465	1558219	96	29.17	86.93	0.08	MAG	True	not provided	not provided	0.0	0.0	2.0	0.0	13.0	8.0	0.0	23.0	14.760441247347131	Bacteroidota
MGYG000444365	marine	MGYG000444365	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__;s__	2733147	667	42.03	69.45	1.79	MAG	True	not provided	not provided	0.0	2.0	1.0	0.0	17.0	14.0	0.0	34.0	12.43987242544949	Bacteroidota
MGYG000444372	marine	MGYG000444372	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Marisimplicoccus;s__Marisimplicoccus sp014239615	1336910	30	29.96	95.04	0.0	MAG	True	not provided	not provided	0.0	0.0	0.0	0.0	6.0	8.0	0.0	14.0	10.471909103828978	Bacteroidota
MGYG000444376	marine	MGYG000444376	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Marisimplicoccus;s__	1060437	186	29.81	79.47	0.99	MAG	True	not provided	not provided	0.0	0.0	1.0	0.0	1.0	7.0	0.0	9.0	8.487067124213885	Bacteroidota
MGYG000444377	marine	MGYG000444377	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Marisimplicoccus;s__	1071870	146	28.84	68.31	1.06	MAG	True	not provided	not provided	0.0	0.0	1.0	0.0	1.0	10.0	0.0	12.0	11.195387500349854	Bacteroidota
MGYG000444379	marine	MGYG000444379	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Marisimplicoccus;s__	1106254	171	30.48	86.96	1.51	MAG	True	not provided	not provided	0.0	0.0	0.0	0.0	2.0	7.0	0.0	9.0	8.135563803611104	Bacteroidota
MGYG000444381	marine	MGYG000444381	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Marisimplicoccus;s__	998801	81	29.92	62.85	1.82	MAG	True	not provided	not provided	0.0	0.0	1.0	0.0	2.0	6.0	0.0	9.0	9.010803953940774	Bacteroidota
MGYG000444393	marine	MGYG000444393	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MED-G13;s__	1005323	214	29.42	57.58	0.67	MAG	True	not provided	not provided	0.0	0.0	1.0	0.0	7.0	4.0	0.0	12.0	11.9364622116474	Bacteroidota
MGYG000444399	marine	MGYG000444399	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MED-G13;s__MED-G13 sp002702745	1432669	148	30.48	86.44	2.53	MAG	True	not provided	not provided	0.0	0.0	3.0	0.0	8.0	8.0	0.0	19.0	13.261960718072354	Bacteroidota
MGYG000444414	marine	MGYG000444414	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MED-G14;s__MED-G14 sp002457715	1294112	102	28.47	73.95	0.02	MAG	True	not provided	not provided	0.0	0.0	1.0	0.0	7.0	10.0	0.0	18.0	13.909151603570635	Bacteroidota
MGYG000444417	marine	MGYG000444417	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MED-G14;s__MED-G14 sp002697465	1402353	164	31.28	96.58	0.37	MAG	True	not provided	not provided	0.0	0.0	3.0	0.0	7.0	9.0	0.0	19.0	13.54865714980465	Bacteroidota
MGYG000444419	marine	MGYG000444419	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MED-G14;s__MED-G14 sp002703065	1448060	46	29.45	90.19	0.14	MAG	True	not provided	not provided	0.0	0.0	1.0	0.0	6.0	11.0	0.0	18.0	12.43042415369529	Bacteroidota
MGYG000444420	marine	MGYG000444420	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MS024-2A;s__MS024-2A sp913041125	1882013	51	30.52	90.6	0.0	MAG	True	not provided	not provided	0.0	0.0	0.0	0.0	12.0	8.0	0.0	20.0	10.62691915518118	Bacteroidota
MGYG000444421	marine	MGYG000444421	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MS024-2A;s__	1291971	407	30.92	79.33	1.94	MAG	True	not provided	not provided	0.0	0.0	0.0	0.0	7.0	6.0	0.0	13.0	10.062145357751838	Bacteroidota
MGYG000444424	marine	MGYG000444424	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MS024-2A;s__	1171864	149	31.55	81.01	1.95	MAG	True	not provided	not provided	0.0	0.0	1.0	0.0	8.0	6.0	0.0	15.0	12.800120150461145	Bacteroidota
MGYG000444425	marine	MGYG000444425	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MS024-2A;s__	1863307	208	36.99	89.39	0.78	MAG	True	not provided	not provided	0.0	0.0	1.0	0.0	8.0	8.0	0.0	17.0	9.123563642491549	Bacteroidota
MGYG000444429	marine	MGYG000444429	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MS024-2A;s__	1632997	219	32.5	92.54	1.17	MAG	True	not provided	not provided	0.0	0.0	1.0	0.0	9.0	7.0	0.0	17.0	10.410306938714523	Bacteroidota
MGYG000444430	marine	MGYG000444430	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MS024-2A;s__	1110043	241	32.99	56.67	0.29	MAG	True	not provided	not provided	0.0	0.0	1.0	0.0	5.0	6.0	0.0	12.0	10.810392029858304	Bacteroidota
MGYG000444434	marine	MGYG000444434	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MS024-2A;s__MS024-2A sp011525195	1866269	56	38.23	85.82	0.01	MAG	True	not provided	not provided	0.0	0.0	0.0	0.0	11.0	8.0	0.0	19.0	10.180740289851034	Bacteroidota
MGYG000444435	marine	MGYG000444435	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MS024-2A;s__	1740921	92	36.88	84.24	0.47	MAG	True	not provided	not provided	0.0	0.0	0.0	0.0	10.0	7.0	0.0	17.0	9.764946255459035	Bacteroidota
MGYG000444436	marine	MGYG000444436	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MS024-2A;s__MS024-2A sp017851655	2266352	162	35.6	94.32	0.98	MAG	True	not provided	not provided	0.0	0.0	0.0	0.0	11.0	8.0	0.0	19.0	8.383516770563443	Bacteroidota
MGYG000444438	marine	MGYG000444438	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MS024-2A;s__	1815766	92	37.14	90.43	0.12	MAG	True	not provided	not provided	0.0	0.0	1.0	0.0	12.0	8.0	0.0	21.0	11.565366903004021	Bacteroidota
MGYG000444439	marine	MGYG000444439	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MS024-2A;s__	2060256	23	37.5	92.79	0.0	MAG	True	not provided	not provided	0.0	0.0	2.0	0.0	9.0	8.0	0.0	19.0	9.22215491667055	Bacteroidota
MGYG000444440	marine	MGYG000444440	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MS024-2A;s__	1567279	592	33.23	87.39	3.59	MAG	True	not provided	not provided	0.0	0.0	2.0	0.0	4.0	7.0	0.0	13.0	8.294630375319263	Bacteroidota
MGYG000444443	marine	MGYG000444443	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MS024-2A;s__MS024-2A sp905181895	1798952	97	33.45	90.43	0.05	MAG	True	not provided	not provided	0.0	0.0	2.0	0.0	4.0	8.0	0.0	14.0	7.782308810907684	Bacteroidota
MGYG000444446	marine	MGYG000444446	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MS024-2A;s__	2126558	57	36.6	90.54	0.0	MAG	True	not provided	not provided	0.0	0.0	1.0	0.0	12.0	9.0	0.0	22.0	10.345356204721432	Bacteroidota
MGYG000444448	marine	MGYG000444448	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MS024-2A;s__MS024-2A sp002167525	1843486	40	31.58	92.67	0.5	MAG	True	not provided	not provided	0.0	0.0	1.0	0.0	15.0	10.0	0.0	26.0	14.103714375916063	Bacteroidota
MGYG000444454	marine	MGYG000444454	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MS024-2A;s__	2079691	143	38.85	89.24	0.02	MAG	True	not provided	not provided	0.0	0.0	0.0	0.0	13.0	9.0	0.0	22.0	10.578494593668001	Bacteroidota
MGYG000444455	marine	MGYG000444455	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MS024-2A;s__	2129354	194	34.89	91.09	3.54	MAG	True	not provided	not provided	0.0	0.0	3.0	0.0	9.0	8.0	0.0	20.0	9.392519984934397	Bacteroidota
MGYG000444457	marine	MGYG000444457	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Maribacter;s__	2557541	257	34.87	94.27	1.72	MAG	True	not provided	not provided	0.0	2.0	0.0	0.0	13.0	15.0	0.0	30.0	11.730017231395312	Bacteroidota
MGYG000444458	marine	MGYG000444458	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Maribacter;s__	2088779	459	35.27	78.11	0.77	MAG	True	not provided	not provided	0.0	2.0	0.0	0.0	6.0	13.0	0.0	21.0	10.053720379226332	Bacteroidota
MGYG000444459	marine	MGYG000444459	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Maribacter;s__	3742818	27	34.46	94.63	0.01	MAG	True	not provided	not provided	0.0	2.0	4.0	0.0	11.0	12.0	0.0	29.0	7.748172633561129	Bacteroidota
MGYG000444461	marine	MGYG000444461	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Maribacter;s__	3112133	673	34.64	77.47	1.97	MAG	True	not provided	not provided	0.0	3.0	1.0	0.0	10.0	12.0	0.0	26.0	8.35439873552962	Bacteroidota
MGYG000444465	marine	MGYG000444465	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Maribacter;s__	2585765	591	35.74	60.95	0.65	MAG	True	not provided	not provided	0.0	3.0	1.0	0.0	12.0	10.0	1.0	27.0	10.441784152852252	Bacteroidota
MGYG000444466	marine	MGYG000444466	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Maribacter;s__	2689420	772	41.66	71.73	2.07	MAG	True	not provided	not provided	0.0	2.0	1.0	0.0	14.0	10.0	0.0	27.0	10.039339337106142	Bacteroidota
MGYG000444471	marine	MGYG000444471	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Maribacter;s__Maribacter litoralis	4147620	812	35.96	90.51	1.17	MAG	True	not provided	not provided	0.0	3.0	3.0	0.0	17.0	14.0	0.0	37.0	8.920778663426255	Bacteroidota
MGYG000444482	marine	MGYG000444482	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Mesonia;s__Mesonia algae	2514813	518	33.37	80.1	1.43	MAG	True	not provided	not provided	0.0	0.0	0.0	0.0	1.0	18.0	0.0	19.0	7.555233729108287	Bacteroidota
MGYG000444485	marine	MGYG000444485	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Muricauda;s__	2787043	1038	43.57	75.18	2.52	MAG	True	not provided	not provided	0.0	1.0	0.0	0.0	14.0	11.0	0.0	26.0	9.328883695012957	Bacteroidota
MGYG000444486	marine	MGYG000444486	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Muricauda;s__	3199081	547	43.07	85.88	2.22	MAG	True	not provided	not provided	0.0	0.0	0.0	0.0	18.0	11.0	0.0	29.0	9.065103384378201	Bacteroidota
MGYG000444487	marine	MGYG000444487	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Muricauda;s__Muricauda lutimaris	3150423	180	39.9	87.98	0.03	MAG	True	not provided	not provided	0.0	1.0	2.0	0.0	18.0	13.0	0.0	34.0	10.792201555156245	Bacteroidota
MGYG000444488	marine	MGYG000444488	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Muricauda;s__	3676303	41	41.48	99.96	0.15	MAG	True	not provided	not provided	0.0	1.0	2.0	0.0	18.0	13.0	0.0	34.0	9.248421580049305	Bacteroidota
MGYG000444489	marine	MGYG000444489	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Muricauda;s__Muricauda sp020782875	3197559	330	42.68	81.0	3.71	MAG	True	not provided	not provided	0.0	1.0	1.0	0.0	20.0	9.0	0.0	31.0	9.694895387387692	Bacteroidota
MGYG000444492	marine	MGYG000444492	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Muricauda;s__Muricauda sp002699205	4298687	61	41.61	98.76	0.27	MAG	True	not provided	not provided	0.0	1.0	1.0	0.0	23.0	16.0	2.0	43.0	10.003054421036005	Bacteroidota
MGYG000444495	marine	MGYG000444495	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Muricauda;s__	3057959	638	39.45	82.81	2.48	MAG	True	not provided	not provided	0.0	2.0	0.0	0.0	19.0	11.0	0.0	32.0	10.464496090366156	Bacteroidota
MGYG000444499	marine	MGYG000444499	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Olleya;s__Olleya marilimosa	3168853	11	31.69	99.97	0.08	MAG	True	not provided	not provided	0.0	3.0	0.0	0.0	13.0	15.0	0.0	31.0	9.782719488723522	Bacteroidota
MGYG000444501	marine	MGYG000444501	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Polaribacter;s__Polaribacter sp023258495	2348158	386	36.1	90.31	3.38	MAG	True	not provided	not provided	0.0	1.0	0.0	0.0	18.0	12.0	0.0	31.0	13.201837355067248	Bacteroidota
MGYG000444502	marine	MGYG000444502	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Polaribacter;s__	1338622	482	35.95	61.31	1.61	MAG	True	not provided	not provided	0.0	1.0	0.0	0.0	4.0	9.0	0.0	14.0	10.458516295115425	Bacteroidota
MGYG000444504	marine	MGYG000444504	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Polaribacter;s__	2046973	160	33.94	84.75	1.57	MAG	True	not provided	not provided	0.0	0.0	0.0	0.0	5.0	8.0	0.0	13.0	6.350840973476446	Bacteroidota
MGYG000444506	marine	MGYG000444506	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Polaribacter;s__Polaribacter sp024640565	1941121	55	35.47	93.13	0.03	MAG	True	not provided	not provided	0.0	0.0	1.0	0.0	1.0	7.0	1.0	10.0	5.151662364169982	Bacteroidota
MGYG000444508	marine	MGYG000444508	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Polaribacter;s__Polaribacter sp018663625	2083476	62	34.25	93.73	0.0	MAG	True	not provided	not provided	0.0	0.0	1.0	0.0	5.0	7.0	0.0	13.0	6.239572714060541	Bacteroidota
MGYG000444509	marine	MGYG000444509	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Polaribacter;s__	2176103	491	29.53	91.6	2.23	MAG	True	not provided	not provided	0.0	1.0	1.0	0.0	18.0	7.0	0.0	27.0	12.407500931711413	Bacteroidota
MGYG000444510	marine	MGYG000444510	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Polaribacter;s__	2253938	240	31.53	92.03	0.3	MAG	True	not provided	not provided	0.0	1.0	2.0	0.0	10.0	10.0	0.0	23.0	10.204362320525231	Bacteroidota
MGYG000444514	marine	MGYG000444514	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Polaribacter;s__	1997201	396	31.1	64.63	0.57	MAG	True	not provided	not provided	0.0	0.0	0.0	0.0	7.0	7.0	0.0	14.0	7.009810229416067	Bacteroidota
MGYG000444519	marine	MGYG000444519	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Polaribacter;s__	2113280	386	31.43	88.18	2.71	MAG	True	not provided	not provided	0.0	1.0	0.0	0.0	6.0	10.0	0.0	17.0	8.044367050272562	Bacteroidota
MGYG000444523	marine	MGYG000444523	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Polaribacter;s__	2673489	134	29.13	95.57	1.15	MAG	True	not provided	not provided	0.0	1.0	0.0	0.0	22.0	10.0	0.0	33.0	12.343420900553546	Bacteroidota
MGYG000444525	marine	MGYG000444525	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Polaribacter;s__	3808638	94	31.18	95.27	0.16	MAG	True	not provided	not provided	0.0	1.0	0.0	0.0	18.0	16.0	1.0	36.0	9.452197872310258	Bacteroidota
MGYG000444526	marine	MGYG000444526	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Polaribacter;s__	3138949	81	31.32	91.81	0.35	MAG	True	not provided	not provided	0.0	1.0	0.0	0.0	17.0	12.0	1.0	31.0	9.875917066508567	Bacteroidota
MGYG000444528	marine	MGYG000444528	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Polaribacter;s__	3219484	121	30.77	94.45	0.32	MAG	True	not provided	not provided	0.0	0.0	1.0	0.0	22.0	11.0	1.0	35.0	10.871307327509626	Bacteroidota
MGYG000444529	marine	MGYG000444529	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Polaribacter;s__	2965561	299	30.82	84.84	0.01	MAG	True	not provided	not provided	0.0	1.0	0.0	0.0	10.0	10.0	1.0	22.0	7.418495185228022	Bacteroidota
MGYG000444531	marine	MGYG000444531	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Polaribacter;s__	2519938	266	30.49	78.98	2.64	MAG	True	not provided	not provided	0.0	0.0	0.0	0.0	2.0	9.0	0.0	11.0	4.36518676253146	Bacteroidota
MGYG000444536	marine	MGYG000444536	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Polaribacter;s__Polaribacter sp002340765	2194764	79	31.6	99.8	0.15	MAG	True	not provided	not provided	0.0	0.0	0.0	0.0	17.0	11.0	0.0	28.0	12.757635900716432	Bacteroidota
MGYG000444537	marine	MGYG000444537	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Polaribacter;s__Polaribacter sp002471825	2967430	9	37.99	99.99	0.04	MAG	True	not provided	not provided	0.0	1.0	0.0	0.0	18.0	13.0	0.0	32.0	10.783742160724938	Bacteroidota
MGYG000444541	marine	MGYG000444541	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Pricia;s__	2486179	635	47.48	55.73	0.94	MAG	True	not provided	not provided	0.0	1.0	0.0	0.0	12.0	6.0	1.0	20.0	8.04447306489195	Bacteroidota
MGYG000444542	marine	MGYG000444542	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__;s__	4368520	709	40.61	80.01	2.42	MAG	True	not provided	not provided	0.0	1.0	3.0	0.0	21.0	11.0	1.0	37.0	8.46968767454424	Bacteroidota
MGYG000444543	marine	MGYG000444543	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__JADNYK01;s__	3434185	618	38.96	79.2	2.68	MAG	True	not provided	not provided	0.0	0.0	4.0	0.0	14.0	12.0	1.0	31.0	9.02688701977325	Bacteroidota
MGYG000444545	marine	MGYG000444545	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Psychroserpens;s__	3215299	281	38.81	86.95	0.9	MAG	True	not provided	not provided	0.0	2.0	0.0	0.0	25.0	18.0	0.0	45.0	13.99558796864615	Bacteroidota
MGYG000444546	marine	MGYG000444546	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Psychroserpens;s__	3329845	210	33.79	81.98	0.12	MAG	True	not provided	not provided	0.0	0.0	0.0	0.0	7.0	18.0	1.0	26.0	7.808171251214396	Bacteroidota
MGYG000444547	marine	MGYG000444547	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Psychroserpens;s__	2912125	363	34.04	81.26	3.97	MAG	True	not provided	not provided	0.0	0.0	0.0	0.0	6.0	14.0	0.0	20.0	6.867837060565738	Bacteroidota
MGYG000444548	marine	MGYG000444548	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Psychroserpens;s__	2488026	1084	37.32	74.65	3.47	MAG	True	not provided	not provided	0.0	2.0	0.0	0.0	11.0	14.0	0.0	27.0	10.851976627253896	Bacteroidota
MGYG000444549	marine	MGYG000444549	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Pukyongia;s__	3063905	547	43.82	89.59	3.36	MAG	True	not provided	not provided	0.0	1.0	0.0	0.0	9.0	16.0	0.0	26.0	8.485902793983495	Bacteroidota
MGYG000444553	marine	MGYG000444553	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__SCGC-AAA160-P02;s__	2388976	244	31.57	87.9	3.9	MAG	True	not provided	not provided	0.0	0.0	4.0	0.0	10.0	11.0	0.0	25.0	10.464734681302785	Bacteroidota
MGYG000444554	marine	MGYG000444554	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__SCGC-AAA160-P02;s__	2114156	80	31.25	91.44	2.63	MAG	True	not provided	not provided	0.0	0.0	2.0	0.0	4.0	9.0	0.0	15.0	7.095029884265873	Bacteroidota
MGYG000444555	marine	MGYG000444555	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__SCGC-AAA160-P02;s__	2157140	88	31.53	95.9	0.45	MAG	True	not provided	not provided	0.0	0.0	2.0	0.0	6.0	12.0	0.0	20.0	9.271535458987362	Bacteroidota
MGYG000444556	marine	MGYG000444556	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__SCGC-AAA160-P02;s__	1801362	219	30.88	69.97	0.68	MAG	True	not provided	not provided	0.0	0.0	1.0	0.0	8.0	7.0	0.0	16.0	8.882168048398935	Bacteroidota
MGYG000444559	marine	MGYG000444559	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__SCGC-AAA160-P02;s__SCGC-AAA160-P02 sp913061465	1686021	286	31.03	69.91	1.15	MAG	True	not provided	not provided	0.0	0.0	3.0	0.0	6.0	4.0	0.0	13.0	7.710461494844964	Bacteroidota
MGYG000444562	marine	MGYG000444562	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__SCGC-AAA160-P02;s__	2129773	296	31.82	83.5	0.94	MAG	True	not provided	not provided	0.0	0.0	2.0	0.0	13.0	13.0	0.0	28.0	13.146941012023346	Bacteroidota
MGYG000444563	marine	MGYG000444563	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__SCGC-AAA160-P02;s__	2031201	156	33.31	85.79	1.6	MAG	True	not provided	not provided	0.0	0.0	2.0	0.0	5.0	10.0	0.0	17.0	8.369432665698767	Bacteroidota
MGYG000444565	marine	MGYG000444565	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__SCGC-AAA160-P02;s__	4256160	77	37.29	96.4	0.21	MAG	True	not provided	not provided	0.0	1.0	0.0	0.0	26.0	14.0	0.0	41.0	9.633096500131574	Bacteroidota
MGYG000444567	marine	MGYG000444567	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__SCGC-AAA160-P02;s__	3363132	154	32.49	99.92	1.02	MAG	True	not provided	not provided	0.0	0.0	0.0	0.0	1.0	12.0	0.0	13.0	3.8654444725928094	Bacteroidota
MGYG000444569	marine	MGYG000444569	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Salegentibacter;s__Salegentibacter agarivorans	3599472	28	36.8	99.88	0.04	MAG	True	not provided	not provided	0.0	1.0	0.0	0.0	34.0	14.0	0.0	49.0	13.61310770024048	Bacteroidota
